,Turn,Civ1,Civ2,Relation,Value,Cable
0,72,Inca,Morocco,Conquerability,average,We estimate the Moroccans to be an average target for attack
0,73,Inca,Iroquois,Conquerability,average,We figure the Iroquois to be an average target for attack
0,73,Morocco,Songhai,Conquerability,average,We regard the Songhai to be an average target for attack
0,73,Morocco,Germany,Conquerability,average,We perceive the Germans to be an average target for attack
0,73,Korea,Iroquois,Conquerability, bad,We regard the Iroquois to be a bad target for attack
0,73,Iroquois,Inca,Conquerability,average,We perceive the Incas to be an average target for attack
0,74,Iroquois,Morocco,Conquerability,average,We report the Moroccans to be an average target for attack
0,74,Inca,Panama City,Conquerability,average,We believe Panama City to be an average target for attack
0,75,Songhai,Inca,Conquerability, bad,We acknowledge the probability of taking over the Incas to be bad
0,75,Songhai,Korea,Conquerability,average,We see the chance of taking over the Koreans to be average
0,75,Morocco,Yerevan,Conquerability, bad,We estimate Yerevan to be a bad target for attack
0,76,Morocco,Iroquois,Conquerability, bad,We report the Iroquois to be a bad target for attack
0,76,Inca,Florence,Conquerability,average,We figure Florence to be an average target for attack
0,77,Inca,Germany,Conquerability,average,The Incas estimate the Germans to be an average target for attack
0,77,Iroquois,Songhai,Conquerability,average,We imagine the hope of taking over the Songhai to be average
0,78,Inca,Songhai,Conquerability,average,We consider the Songhai to be an average target for attack
0,78,Songhai,Yerevan,Conquerability, bad,We see the feasibility of conquering Yerevan to be bad
0,78,Inca,Kathmandu,Conquerability,favorable,We acknowledge the probability of taking over Kathmandu to be favorable
0,79,Korea,Inca,Conquerability,average,We see the likelihood of conquering the Incas to be average
0,79,Iroquois,Germany,Conquerability,average,We regard the feasibility of taking over the Germans to be average
0,79,Iroquois,Ife,Conquerability,favorable,We regard Ife to be a favorable target for attack
0,80,Morocco,Germany,Conquerability,average,We regard the probability of forcefully dominating the Germans to be average
0,80,Iroquois,Kathmandu,Conquerability,favorable,We perceive the chance of conquering Kathmandu to be favorable
0,81,Morocco,Kathmandu,Conquerability,average,We perceive Kathmandu to be an average target for attack
0,82,Songhai,Korea,Conquerability,average,We consider the probability of taking over the Koreans to be average
0,82,Inca,Korea,Conquerability,average,We imagine the prospect of forcefully dominating the Koreans to be average
0,82,Germany,Songhai,Conquerability,average,We regard the Songhai to be an average target for attack
0,82,Korea,Iroquois,Conquerability,average,We imagine the probability of conquering the Iroquois to be average
0,83,Korea,Morocco,Conquerability,average,The Koreans esteem the likelihood of forcefully dominating the Moroccans to be average
0,83,Songhai,Budapest,Conquerability,average,We acknowledge the feasibility of forcefully dominating Budapest to be average
0,84,Songhai,Germany,Conquerability,average,We acknowledge the feasibility of conquering the Germans to be average
0,84,Songhai,Iroquois,Conquerability, bad,We acknowledge the chance of conquering the Iroquois to be bad
0,84,Iroquois,Inca,Conquerability,average,We believe the Incas to be an average target for attack
0,84,Inca,Mombasa,Conquerability,average,We consider Mombasa to be an average target for attack
0,85,Germany,Yerevan,Conquerability, bad,We believe Yerevan to be a bad target for attack
0,87,Germany,Korea,Conquerability,average,We consider the Koreans to be an average target for attack
0,87,Korea,Yerevan,Conquerability,average,We imagine the possibility of forcefully dominating Yerevan to be average
0,88,Songhai,Bogota,Conquerability,average,We see the possibility of forcefully dominating Bogota to be average
0,90,Iroquois,Korea,Conquerability,average,We acknowledge the hope of forcefully dominating the Koreans to be average
0,90,Iroquois,Florence,Conquerability,favorable,We figure Florence to be a favorable target for attack
0,91,Songhai,Morocco,Conquerability, bad,We imagine the possibility of taking over the Moroccans to be bad
0,91,Morocco,Songhai,Conquerability,average,We acknowledge the likelihood of forcefully dominating the Songhai to be average
0,91,Korea,Morocco,Conquerability,average,The Koreans perceive the Moroccans to be an average target for attack
0,91,Korea,Iroquois,Conquerability,average,We regard the feasibility of forcefully dominating the Iroquois to be average
0,92,Morocco,Iroquois,Conquerability,average,We perceive the Iroquois to be an average target for attack
0,93,Songhai,Inca,Conquerability, bad,We believe the Incas to be a bad target for attack
0,93,Songhai,Germany,Conquerability, bad,We perceive the likelihood of taking over the Germans to be bad
0,93,Germany,Morocco,Conquerability,average,We consider the feasibility of conquering the Moroccans to be average
0,93,Songhai,Budapest,Conquerability,average,We imagine the probability of taking over Budapest to be average
0,93,Inca,Florence,Conquerability,favorable,We consider Florence to be a favorable target for attack
0,94,Inca,Morocco,Conquerability,favorable,We estimate the Moroccans to be a favorable target for attack
0,94,Morocco,Ife,Conquerability,favorable,We regard Ife to be a favorable target for attack
0,95,Iroquois,Morocco,Conquerability,favorable,We consider the feasibility of taking over the Moroccans to be favorable
0,95,Songhai,Yerevan,Conquerability, bad,We figure Yerevan to be a bad target for attack
0,95,Germany,Yerevan,Conquerability,average,We believe Yerevan to be an average target for attack
0,95,Iroquois,Mombasa,Conquerability,favorable,We acknowledge the probability of conquering Mombasa to be favorable
0,96,Songhai,Korea,Conquerability, bad,We consider the Koreans to be a bad target for attack
0,96,Korea,Songhai,Conquerability,favorable,We estimate the Songhai to be a favorable target for attack
0,97,Inca,Iroquois,Conquerability,average,We consider the hope of forcefully dominating the Iroquois to be average
0,97,Morocco,Panama City,Conquerability,favorable,We consider Panama City to be a favorable target for attack
0,98,Songhai,Iroquois,Conquerability, bad,We regard the prospect of taking over the Iroquois to be bad
0,98,Inca,Korea,Conquerability,average,We perceive the Koreans to be an average target for attack
0,98,Germany,Songhai,Conquerability,favorable,We look at the prospect of forcefully dominating the Songhai to be favorable
0,98,Germany,Korea,Conquerability,average,We see the possibility of taking over the Koreans to be average
0,98,Morocco,Kyzyl,Conquerability,average,We report Kyzyl to be an average target for attack
0,99,Korea,Germany,Conquerability,average,We report the Germans to be an average target for attack
0,99,Korea,Panama City,Conquerability,soft,We regard Panama City to be a soft target for attack
0,100,Morocco,Songhai,Conquerability,average,We see the possibility of conquering the Songhai to be average
0,100,Morocco,Iroquois,Conquerability, bad,We perceive the hope of conquering the Iroquois to be bad
0,100,Germany,Morocco,Conquerability,average,We acknowledge the feasibility of taking over the Moroccans to be average
0,100,Korea,Iroquois,Conquerability,average,We see the probability of forcefully dominating the Iroquois to be average
0,100,Morocco,Florence,Conquerability,favorable,We look at the likelihood of taking over Florence to be favorable
0,101,Morocco,Germany,Conquerability,average,We figure the Germans to be an average target for attack
0,102,Songhai,Inca,Conquerability, bad,We estimate the Incas to be a bad target for attack
0,102,Songhai,Germany,Conquerability,average,We see the feasibility of forcefully dominating the Germans to be average
0,103,Iroquois,Korea,Conquerability,average,We perceive the Koreans to be an average target for attack
0,103,Iroquois,Korea,Conquerability,average,Our sources esteem the Koreans as an average target
0,103,Inca,Singapore,Conquerability,favorable,We imagine the prospect of taking over Singapore to be favorable
0,103,Korea,Kyzyl,Conquerability,favorable,We consider the chance of conquering Kyzyl to be favorable
0,104,Morocco,Inca,Conquerability,average,We figure the Incas to be an average target for attack
0,104,Morocco,Korea,Conquerability, bad,We regard the prospect of forcefully dominating the Koreans to be bad
0,104,Germany,Iroquois,Conquerability, bad,We esteem the likelihood of conquering the Iroquois to be bad
0,105,Songhai,Iroquois,Conquerability, bad,We figure the Iroquois to be a bad target for attack
0,105,Inca,Morocco,Conquerability,favorable,We imagine the prospect of forcefully dominating the Moroccans to be favorable
0,105,Morocco,Yerevan,Conquerability,average,We believe Yerevan to be an average target for attack
0,106,Inca,Kathmandu,Conquerability,favorable,We see the hope of conquering Kathmandu to be favorable
0,107,Songhai,Ife,Conquerability,favorable,We believe Ife to be a favorable target for attack
0,107,Morocco,Budapest,Conquerability,favorable,We esteem the probability of forcefully dominating Budapest to be favorable
0,108,Morocco,Germany,Conquerability,average,We esteem the hope of taking over the Germans to be average
0,108,Korea,Germany,Conquerability,favorable,We look at the chance of conquering the Germans to be favorable
0,109,Morocco,Korea,Conquerability, bad,The Moroccans consider the Koreans to be a bad target for attack
0,109,Korea,Inca,Conquerability,favorable,We perceive the Incas to be a favorable target for attack
0,109,Inca,Kyzyl,Conquerability,favorable,We look at the chance of forcefully dominating Kyzyl to be favorable
0,109,Iroquois,Ife,Conquerability,soft,We esteem the feasibility of conquering Ife to be soft
0,110,Inca,Budapest,Conquerability,favorable,We figure Budapest to be a favorable target for attack
0,110,Morocco,Florence,Conquerability,favorable,We consider the feasibility of forcefully dominating Florence to be favorable
0,111,Iroquois,Germany,Conquerability,favorable,We report the Germans to be a favorable target for attack
0,112,Songhai,Iroquois,Conquerability, bad,We believe the Iroquois to be a bad target for attack
0,112,Morocco,Panama City,Conquerability,soft,We consider the likelihood of forcefully dominating Panama City to be soft
0,113,Songhai,Budapest,Conquerability,average,We figure Budapest to be an average target for attack
0,114,Inca,Korea,Conquerability, bad,We estimate the Koreans to be a bad target for attack
0,114,Korea,Bogota,Conquerability,soft,We consider the prospect of taking over Bogota to be soft
0,115,Germany,Yerevan,Conquerability,average,We consider Yerevan to be an average target for attack
0,116,Morocco,Iroquois,Conquerability,average,We report the Iroquois to be an average target for attack
0,116,Morocco,Singapore,Conquerability,soft,We perceive Singapore to be a soft target for attack
0,117,Songhai,Korea,Conquerability, bad,We esteem the probability of taking over the Koreans to be bad
0,117,Korea,Songhai,Conquerability,favorable,We regard the probability of conquering the Songhai to be favorable
0,117,Germany,Morocco,Conquerability, bad,The Germans see the likelihood of forcefully dominating the Moroccans to be bad
0,117,Songhai,Mombasa,Conquerability,average,We esteem the hope of taking over Mombasa to be average
0,118,Inca,Songhai,Conquerability,favorable,We look at the feasibility of taking over the Songhai to be favorable
0,119,Inca,Germany,Conquerability,average,We look at the feasibility of taking over the Germans to be average
0,119,Germany,Singapore,Conquerability,soft,We estimate Singapore to be a soft target for attack
0,119,Iroquois,Singapore,Conquerability,soft,We regard Singapore to be a soft target for attack
0,120,Songhai,Germany,Conquerability, bad,We see the possibility of taking over the Germans to be bad
0,120,Iroquois,Morocco,Conquerability,average,The Iroquois figure the Moroccans to be an average target for attack
0,120,Germany,Korea,Conquerability,average,We imagine the possibility of taking over the Koreans to be average
0,121,Germany,Morocco,Conquerability, bad,We regard the Moroccans to be a bad target for attack
0,121,Korea,Morocco,Conquerability,average,We perceive the chance of taking over the Moroccans to be average
0,122,Songhai,Ife,Conquerability,average,We consider Ife to be an average target for attack
0,122,Inca,Yerevan,Conquerability,favorable,We consider the feasibility of taking over Yerevan to be favorable
0,122,Germany,Mombasa,Conquerability,favorable,We report Mombasa to be a favorable target for attack
0,122,Germany,Kyzyl,Conquerability,favorable,We look at the feasibility of taking over Kyzyl to be favorable
0,122,Iroquois,Kathmandu,Conquerability,soft,We acknowledge the prospect of forcefully dominating Kathmandu to be soft
0,122,Iroquois,Yerevan,Conquerability,favorable,We perceive the feasibility of conquering Yerevan to be favorable
0,123,Iroquois,Morocco,Conquerability,average,We consider the Moroccans to be an average target for attack
0,123,Songhai,Budapest,Conquerability,average,We acknowledge the prospect of taking over Budapest to be average
0,123,Korea,Yerevan,Conquerability,average,We perceive Yerevan to be an average target for attack
0,123,Iroquois,Mombasa,Conquerability,favorable,We consider Mombasa to be a favorable target for attack
0,124,Korea,Songhai,Conquerability,favorable,We perceive the Songhai to be a favorable target for attack
0,124,Morocco,Ife,Conquerability,favorable,We figure Ife to be a favorable target for attack
0,125,Inca,Singapore,Conquerability,soft,We figure Singapore to be a soft target for attack
0,125,Korea,Budapest,Conquerability,favorable,We perceive the likelihood of taking over Budapest to be favorable
0,126,Inca,Songhai,Conquerability,favorable,We consider the Songhai to be a favorable target for attack
0,126,Morocco,Inca,Conquerability, bad,We believe the Incas to be a bad target for attack
0,126,Inca,Songhai,Conquerability,favorable,The Incas consider the Songhai to be a favorable target for attack
0,126,Korea,Germany,Conquerability,average,We regard the Germans to be an average target for attack
0,126,Songhai,Panama City,Conquerability,favorable,We see the likelihood of taking over Panama City to be favorable
0,126,Morocco,Budapest,Conquerability,favorable,We acknowledge the probability of conquering Budapest to be favorable
0,126,Iroquois,Bogota,Conquerability,soft,We see the possibility of conquering Bogota to be soft
0,127,Morocco,Songhai,Conquerability,average,We look at the prospect of forcefully dominating the Songhai to be average
0,128,Iroquois,Inca,Conquerability,average,We esteem the hope of taking over the Incas to be average
0,129,Inca,Germany,Conquerability,favorable,We report the Germans to be a favorable target for attack
0,129,Inca,Iroquois,Conquerability,average,We believe the Iroquois to be an average target for attack
0,129,Morocco,Inca,Conquerability, bad,Our intelligence officers perceive the Incas as a bad target
0,130,Inca,Korea,Conquerability,favorable,We figure the Koreans to be a favorable target for attack
0,131,Germany,Florence,Conquerability,favorable,We consider the probability of forcefully dominating Florence to be favorable
0,132,Korea,Germany,Conquerability,average,The Koreans report the Germans to be an average target for attack
0,132,Morocco,Iroquois,Conquerability, bad,We look at the chance of forcefully dominating the Iroquois to be bad
0,132,Korea,Morocco,Conquerability,average,We perceive the Moroccans to be an average target for attack
0,133,Songhai,Iroquois,Conquerability, bad,We perceive the chance of taking over the Iroquois to be bad
0,133,Inca,Yerevan,Conquerability,favorable,We figure Yerevan to be a favorable target for attack
0,134,Inca,Panama City,Conquerability,soft,We see the prospect of taking over Panama City to be soft
0,135,Morocco,Yerevan,Conquerability,average,We consider Yerevan to be an average target for attack
0,135,Iroquois,Yerevan,Conquerability,favorable,We look at the probability of conquering Yerevan to be favorable
0,136,Morocco,Songhai,Conquerability,average,We regard the Songhai to be an average target for attack
0,136,Morocco,Germany,Conquerability, bad,We regard the Germans to be a bad target for attack
0,136,Iroquois,Korea,Conquerability,average,Our intelligence officers see the Koreans as an average target
0,136,Iroquois,Korea,Conquerability,average,We look at the feasibility of forcefully dominating the Koreans to be average
0,136,Morocco,Bogota,Conquerability,favorable,We perceive the possibility of taking over Bogota to be favorable
0,136,Korea,Mombasa,Conquerability,average,We look at the feasibility of taking over Mombasa to be average
0,136,Iroquois,Kathmandu,Conquerability,soft,We perceive the likelihood of forcefully dominating Kathmandu to be soft
0,137,Iroquois,Songhai,Conquerability,favorable,We perceive the Songhai to be a favorable target for attack
0,137,Korea,Iroquois,Conquerability,average,Our spies look at the Iroquois as an average target
0,137,Inca,Kyzyl,Conquerability,favorable,We consider the prospect of conquering Kyzyl to be favorable
0,138,Korea,Songhai,Conquerability,favorable,We regard the Songhai to be a favorable target for attack
0,138,Songhai,Singapore,Conquerability,favorable,We consider the likelihood of conquering Singapore to be favorable
0,138,Morocco,Kyzyl,Conquerability,favorable,We regard the likelihood of forcefully dominating Kyzyl to be favorable
0,139,Inca,Morocco,Conquerability,average,We consider the Moroccans to be an average target for attack
0,139,Songhai,Iroquois,Conquerability, bad,The Songhai perceive the likelihood of taking over the Iroquois to be bad
0,139,Germany,Inca,Conquerability, bad,We esteem the prospect of forcefully dominating the Incas to be bad
0,139,Korea,Inca,Conquerability,favorable,We esteem the feasibility of conquering the Incas to be favorable
0,139,Korea,Iroquois,Conquerability,average,We regard the probability of taking over the Iroquois to be average
0,139,Iroquois,Inca,Conquerability,favorable,We believe the Incas to be a favorable target for attack
0,139,Morocco,Ife,Conquerability,average,We regard Ife to be an average target for attack
0,140,Songhai,Iroquois,Conquerability, bad,We consider the prospect of conquering the Iroquois to be bad
0,140,Morocco,Korea,Conquerability, bad,We estimate the Koreans to be a bad target for attack
0,140,Morocco,Iroquois,Conquerability, bad,We acknowledge the likelihood of taking over the Iroquois to be bad
0,140,Germany,Panama City,Conquerability,favorable,We look at the possibility of conquering Panama City to be favorable
0,143,Korea,Morocco,Conquerability,favorable,We imagine the possibility of conquering the Moroccans to be favorable
0,143,Songhai,Panama City,Conquerability,soft,We consider Panama City to be a soft target for attack
0,144,Iroquois,Morocco,Conquerability,favorable,We figure the Moroccans to be a favorable target for attack
0,144,Inca,Yerevan,Conquerability,average,We estimate Yerevan to be an average target for attack
0,145,Germany,Iroquois,Conquerability, bad,The Germans believe the Iroquois to be a bad target for attack
0,146,Inca,Korea,Conquerability,average,We look at the likelihood of forcefully dominating the Koreans to be average
0,146,Germany,Songhai,Conquerability,average,We perceive the feasibility of conquering the Songhai to be average
0,146,Korea,Morocco,Conquerability,favorable,The Koreans regard the Moroccans to be a favorable target for attack
0,146,Germany,Bogota,Conquerability,favorable,We esteem the hope of conquering Bogota to be favorable
0,147,Songhai,Morocco,Conquerability,average,We perceive the chance of forcefully dominating the Moroccans to be average
0,147,Songhai,Germany,Conquerability,average,We report the Germans to be an average target for attack
0,147,Germany,Korea,Conquerability,average,The Germans look at the chance of conquering the Koreans to be average
0,147,Iroquois,Songhai,Conquerability,favorable,We regard the possibility of taking over the Songhai to be favorable
0,147,Songhai,Florence,Conquerability,favorable,We consider Florence to be a favorable target for attack
0,147,Inca,Singapore,Conquerability,favorable,We esteem the hope of conquering Singapore to be favorable
0,148,Germany,Mombasa,Conquerability,average,We report Mombasa to be an average target for attack
0,149,Inca,Germany,Conquerability,average,We imagine the probability of conquering the Germans to be average
0,149,Songhai,Inca,Conquerability,average,The Songhai regard the Incas to be an average target for attack
0,149,Germany,Morocco,Conquerability, bad,We imagine the feasibility of conquering the Moroccans to be bad
0,149,Korea,Inca,Conquerability,average,We regard the Incas to be an average target for attack
0,149,Songhai,Singapore,Conquerability,favorable,We figure Singapore to be a favorable target for attack
0,150,Iroquois,Inca,Conquerability,average,We regard the chance of taking over the Incas to be average
0,150,Inca,Budapest,Conquerability,favorable,We regard Budapest to be a favorable target for attack
0,150,Morocco,Mombasa,Conquerability,average,We regard Mombasa to be an average target for attack
0,151,Iroquois,Germany,Conquerability,average,We believe the Germans to be an average target for attack
