,Turn,Civ1,Civ2,Relation,Value,Cable
0,49,Germany,Iroquois,Diplomatic Stance,friendly,Our relations with the Iroquois these days are friendly
0,49,Korea,Inca,Diplomatic Stance,friendly,Our announced posture with respect to the Incas is likely friendly
0,50,Inca,Korea,Diplomatic Stance,friendly,Our relations with the Koreans at present are friendly
0,50,Morocco,Korea,Diplomatic Stance,friendly,We announced that transactions between us and the Koreans are currently friendly
0,50,Germany,Songhai,Diplomatic Stance,friendly,A friendly posture with the Songhai is what we state
0,50,Songhai,Singapore,Diplomatic Stance,neutral, We are taking a neutral position toward Singapore
0,50,Inca,Kathmandu,Diplomatic Stance,neutral,Our outward diplomacy as regards Kathmandu seems neutral
0,50,Morocco,Florence,Diplomatic Stance,friendly,Our reputed diplomacy with regard to Florence looks friendly
0,50,Korea,Budapest,Diplomatic Stance,friendly,Our relations with Budapest currently are friendly
0,51,Germany,Morocco,Diplomatic Stance,friendly,We are taking a friendly manner toward the Moroccans
0,51,Iroquois,Inca,Diplomatic Stance,friendly,We are displaying a friendly manner toward the Incas
0,51,Korea,Yerevan,Diplomatic Stance,friendly,We professed that dealings between us and Yerevan are of late friendly
0,52,Morocco,Germany,Diplomatic Stance,friendly,Our advertised posture regarding the Germans is likely friendly
0,52,Morocco,Iroquois,Diplomatic Stance,friendly,A friendly posture with the Iroquois is what we profess
0,52,Morocco,Bogota,Diplomatic Stance,neutral,We announced that transactions between us and Bogota are at present neutral
0,52,Iroquois,Kathmandu,Diplomatic Stance,friendly,Our professed feeling with regard to Kathmandu appears friendly
0,53,Iroquois,Morocco,Diplomatic Stance,friendly,A friendly position with the Moroccans is what we claim
0,53,Inca,Ife,Diplomatic Stance,neutral,A neutral attitude with Ife is what we avow
0,54,Inca,Songhai,Diplomatic Stance,friendly,Our public policy vis-à-vis the Songhai seems friendly
0,54,Morocco,Songhai,Diplomatic Stance,friendly,A friendly stance with the Songhai is what the Moroccans affirm
0,54,Germany,Korea,Diplomatic Stance,friendly,We proclaimed that matters between us and the Koreans are currently friendly
0,54,Iroquois,Morocco,Diplomatic Stance,friendly,The Iroquois popular policy with regard to the Moroccans seems friendly
0,55,Morocco,Songhai,Diplomatic Stance,friendly,We announced that dealings between us and the Songhai are at present friendly
0,55,Korea,Iroquois,Diplomatic Stance,friendly,Our professed posture in regard to the Iroquois is likely friendly
0,55,Morocco,Yerevan,Diplomatic Stance,neutral,A neutral posture with Yerevan is what we declare
0,55,Korea,Singapore,Diplomatic Stance,friendly,We are exhibiting a friendly posture toward Singapore
0,55,Korea,Ife,Diplomatic Stance,friendly,Our outward policy vis-à-vis Ife looks friendly
0,55,Korea,Kyzyl,Diplomatic Stance,friendly,Our outward posture in regard to Kyzyl is likely friendly
0,56,Songhai,Iroquois,Diplomatic Stance,friendly,We published that proceedings between us and the Iroquois are currently friendly
0,56,Iroquois,Bogota,Diplomatic Stance,friendly,A friendly manner with Bogota is what we assert
0,57,Songhai,Germany,Diplomatic Stance,friendly,We are taking a friendly manner toward the Germans
0,57,Korea,Inca,Diplomatic Stance,friendly,The Koreans are showing a friendly posture toward the Incas
0,57,Iroquois,Songhai,Diplomatic Stance,friendly,We are taking a friendly attitude toward the Songhai
0,57,Germany,Mombasa,Diplomatic Stance,friendly,Our reputed feeling in regard to Mombasa appears friendly
0,57,Germany,Ife,Diplomatic Stance,friendly,Our relations with Ife presently are friendly
0,58,Inca,Korea,Diplomatic Stance,friendly,We are exhibiting a friendly attitude toward the Koreans
0,58,Germany,Morocco,Diplomatic Stance,friendly,We proclaimed that matters between us and the Moroccans are at present friendly
0,58,Inca,Morocco,Diplomatic Stance,friendly,The Incas are taking a friendly attitude toward the Moroccans
0,58,Iroquois,Korea,Diplomatic Stance,neutral,Our relations with the Koreans presently are neutral
0,59,Morocco,Germany,Diplomatic Stance,friendly,A friendly attitude with the Germans is what we declare
0,59,Germany,Iroquois,Diplomatic Stance,friendly,The Germans announced that dealings between the Germans and the Iroquois are these days friendly
0,59,Germany,Inca,Diplomatic Stance,friendly,We disclosed that transactions between us and the Incas are of late friendly
0,59,Korea,Inca,Diplomatic Stance,friendly,We disclosed that affairs between us and the Incas are at present friendly
0,59,Inca,Florence,Diplomatic Stance,neutral,Our public posture on the subject of Florence is likely neutral
0,59,Morocco,Kathmandu,Diplomatic Stance,friendly,Our relations with Kathmandu of late are friendly
0,59,Germany,Singapore,Diplomatic Stance,friendly,We professed that proceedings between us and Singapore are at present friendly
0,59,Iroquois,Ife,Diplomatic Stance,friendly,Our announced stance toward Ife feels friendly
0,60,Morocco,Inca,Diplomatic Stance,friendly,A friendly manner with the Incas is what we assert
0,60,Morocco,Iroquois,Diplomatic Stance,friendly,We are taking a friendly position toward the Iroquois
0,60,Germany,Iroquois,Diplomatic Stance,friendly,A friendly manner with the Iroquois is what we declare
0,60,Korea,Mombasa,Diplomatic Stance,friendly,Our announced position as regards Mombasa appears friendly
0,61,Songhai,Korea,Diplomatic Stance,friendly,We disclosed that transactions between us and the Koreans are currently friendly
0,61,Inca,Songhai,Diplomatic Stance,friendly,The Incas outward posture with respect to the Songhai appears friendly
0,62,Iroquois,Inca,Diplomatic Stance,friendly,Our relations with the Incas presently are friendly
0,62,Songhai,Ife,Diplomatic Stance,neutral, We are taking a neutral position toward Ife
0,63,Songhai,Iroquois,Diplomatic Stance,friendly,Our public posture regarding the Iroquois is likely friendly
0,63,Songhai,Mombasa,Diplomatic Stance,neutral,We are exhibiting a neutral disposition toward Mombasa
0,63,Songhai,Budapest,Diplomatic Stance,neutral,We proclaimed that proceedings between us and Budapest are now neutral
0,63,Iroquois,Kyzyl,Diplomatic Stance,friendly,A friendly attitude with Kyzyl is what we assert
0,64,Korea,Iroquois,Diplomatic Stance,neutral,We are displaying a neutral posture toward the Iroquois
0,64,Songhai,Kathmandu,Diplomatic Stance,neutral,We are taking a neutral stance toward Kathmandu
0,64,Inca,Kathmandu,Diplomatic Stance,neutral,Our announced posture concerning Kathmandu appears neutral
0,64,Inca,Panama City,Diplomatic Stance,neutral,Our announced position with regard to Panama City is likely neutral
0,65,Germany,Iroquois,Diplomatic Stance,friendly,The Germans relations with the Iroquois presently are friendly
0,65,Germany,Kyzyl,Diplomatic Stance,neutral,A neutral posture with Kyzyl is what we declare
0,65,Korea,Florence,Diplomatic Stance,friendly,Our open feeling on the subject of Florence feels friendly
0,66,Songhai,Inca,Diplomatic Stance,friendly,A friendly attitude with the Incas is what we profess
0,66,Iroquois,Morocco,Diplomatic Stance,friendly,The Iroquois relations with the Moroccans these days are friendly
0,66,Songhai,Germany,Diplomatic Stance,friendly,We professed that proceedings between us and the Germans are presently friendly
0,66,Inca,Korea,Diplomatic Stance,friendly,Our outward stance regarding the Koreans is likely friendly
0,66,Songhai,Iroquois,Diplomatic Stance,friendly,The Songhai published that dealings between the Songhai and the Iroquois are at present friendly
0,66,Morocco,Germany,Diplomatic Stance,friendly,We are exhibiting a friendly position toward the Germans
0,66,Korea,Iroquois,Diplomatic Stance,neutral,The Koreans relations with the Iroquois of late are neutral
0,66,Korea,Morocco,Diplomatic Stance,friendly,Our advertised posture in regard to the Moroccans looks friendly
0,66,Songhai,Korea,Diplomatic Stance,friendly,The Songhais relations with the Koreans presently are friendly
0,66,Iroquois,Korea,Diplomatic Stance,neutral,A neutral position with the Koreans is what we maintain
0,66,Iroquois,Kathmandu,Diplomatic Stance,friendly,We announced that relations between us and Kathmandu are currently friendly
0,67,Songhai,Morocco,Diplomatic Stance,friendly,Our advertised diplomacy on the subject of the Moroccans feels friendly
0,67,Germany,Inca,Diplomatic Stance,neutral,The Germans relations with the Incas presently are neutral
0,68,Morocco,Korea,Diplomatic Stance,friendly,We published that dealings between us and the Koreans are currently friendly
0,70,Germany,Mombasa,Diplomatic Stance,neutral,We are taking a neutral stance toward Mombasa
0,71,Germany,Iroquois,Diplomatic Stance,friendly,We professed that relations between us and the Iroquois are presently friendly
0,71,Morocco,Singapore,Diplomatic Stance,friendly,A friendly attitude with Singapore is what we profess
0,71,Iroquois,Singapore,Diplomatic Stance,friendly,We announced that relations between us and Singapore are now friendly
0,72,Germany,Iroquois,Diplomatic Stance,friendly,The Germans are showing a friendly position toward the Iroquois
0,72,Germany,Morocco,Diplomatic Stance,friendly,A friendly stance with the Moroccans is what we maintain
0,72,Korea,Germany,Diplomatic Stance,friendly,We published that affairs between us and the Germans are of late friendly
0,72,Iroquois,Florence,Diplomatic Stance,friendly,Our reputed policy vis-à-vis Florence feels friendly
0,73,Inca,Iroquois,Diplomatic Stance,friendly,A friendly posture with the Iroquois is what we claim
0,73,Morocco,Songhai,Diplomatic Stance,friendly,Our open stance as regards the Songhai feels friendly
0,73,Inca,Korea,Diplomatic Stance,friendly,The Incas disclosed that proceedings between the Incas and the Koreans are at present friendly
0,73,Iroquois,Inca,Diplomatic Stance,friendly,We professed that dealings between us and the Incas are of late friendly
0,73,Korea,Kathmandu,Diplomatic Stance,neutral,Our relations with Kathmandu at present are neutral
0,74,Inca,Korea,Diplomatic Stance,friendly,We are taking a friendly posture toward the Koreans
0,74,Songhai,Korea,Diplomatic Stance,friendly,The Songhai are taking a friendly disposition toward the Koreans
0,74,Iroquois,Korea,Diplomatic Stance,neutral,A neutral disposition with the Koreans is what we profess
0,74,Inca,Panama City,Diplomatic Stance,neutral,Our advertised policy on the subject of Panama City seems neutral
0,75,Germany,Morocco,Diplomatic Stance,friendly,The Germans are displaying a friendly manner toward the Moroccans
0,75,Songhai,Morocco,Diplomatic Stance,friendly,Our open stance regarding the Moroccans is likely friendly
0,75,Songhai,Korea,Diplomatic Stance,friendly,We published that affairs between us and the Koreans are these days friendly
0,75,Songhai,Morocco,Diplomatic Stance,friendly,The Songhais relations with the Moroccans of late are friendly
0,75,Morocco,Iroquois,Diplomatic Stance,friendly,The Moroccans are displaying a friendly manner toward the Iroquois
0,75,Songhai,Panama City,Diplomatic Stance,neutral,We are taking a neutral stance toward Panama City
0,76,Morocco,Iroquois,Diplomatic Stance,friendly,A friendly manner with the Iroquois is what we assert
0,76,Germany,Korea,Diplomatic Stance,friendly,We are taking a friendly position toward the Koreans
0,77,Songhai,Iroquois,Diplomatic Stance,friendly,We published that transactions between us and the Iroquois are presently friendly
0,77,Germany,Korea,Diplomatic Stance,friendly,The Germans are taking a friendly attitude toward the Koreans
0,77,Morocco,Korea,Diplomatic Stance,friendly,Our relations with the Koreans at present are friendly
0,77,Germany,Inca,Diplomatic Stance,neutral,The Germans are exhibiting a neutral position toward the Incas
0,77,Iroquois,Songhai,Diplomatic Stance,friendly,Our public posture vis-à-vis the Songhai appears friendly
0,77,Germany,Budapest,Diplomatic Stance,neutral,Our relations with Budapest now are neutral
0,78,Inca,Kathmandu,Diplomatic Stance,neutral,Our relations with Kathmandu currently are neutral
0,78,Inca,Yerevan,Diplomatic Stance,neutral,Our relations with Yerevan currently are neutral
0,78,Morocco,Kyzyl,Diplomatic Stance,neutral,Our popular posture concerning Kyzyl feels neutral
0,79,Inca,Germany,Diplomatic Stance,neutral,A neutral disposition with the Germans is what we declare
0,79,Songhai,Iroquois,Diplomatic Stance,friendly,The Songhai announced that transactions between the Songhai and the Iroquois are at present friendly
0,79,Iroquois,Germany,Diplomatic Stance,friendly,Our open feeling on the subject of the Germans feels friendly
0,79,Morocco,Germany,Diplomatic Stance,friendly,The Moroccans disclosed that transactions between the Moroccans and the Germans are of late friendly
0,79,Korea,Mombasa,Diplomatic Stance,protective,Our outward position concerning Mombasa appears protective
0,79,Iroquois,Ife,Diplomatic Stance,friendly,A friendly posture with Ife is what we state
0,80,Morocco,Germany,Diplomatic Stance,friendly,A friendly stance with the Germans is what we avow
0,80,Iroquois,Kathmandu,Diplomatic Stance,friendly,We are displaying a friendly attitude toward Kathmandu
0,81,Morocco,Iroquois,Diplomatic Stance,friendly,A friendly manner with the Iroquois is what the Moroccans declare
0,81,Inca,Iroquois,Diplomatic Stance,friendly,We are exhibiting a friendly position toward the Iroquois
0,81,Korea,Germany,Diplomatic Stance,friendly,Our reputed policy as regards the Germans feels friendly
0,81,Iroquois,Morocco,Diplomatic Stance,friendly,A friendly manner with the Moroccans is what we maintain
0,81,Korea,Panama City,Diplomatic Stance,protective,Our relations with Panama City presently are protective
0,81,Iroquois,Mombasa,Diplomatic Stance,friendly,We are displaying a friendly manner toward Mombasa
0,82,Iroquois,Germany,Diplomatic Stance,friendly,The Iroquois relations with the Germans presently are friendly
0,82,Songhai,Korea,Diplomatic Stance,friendly,We are exhibiting a friendly attitude toward the Koreans
0,82,Inca,Korea,Diplomatic Stance,friendly,We are exhibiting a friendly disposition toward the Koreans
0,82,Germany,Iroquois,Diplomatic Stance,friendly,Our relations with the Iroquois now are friendly
0,82,Korea,Songhai,Diplomatic Stance,friendly,A friendly attitude with the Songhai is what we state
0,82,Korea,Iroquois,Diplomatic Stance,neutral,Our reputed feeling with regard to the Iroquois feels neutral
0,82,Songhai,Morocco,Diplomatic Stance,friendly,The Songhai are displaying a friendly disposition toward the Moroccans
0,82,Inca,Bogota,Diplomatic Stance,neutral,Our relations with Bogota at present are neutral
0,82,Morocco,Mombasa,Diplomatic Stance,neutral,Our relations with Mombasa these days are neutral
0,83,Songhai,Morocco,Diplomatic Stance,friendly,We are exhibiting a friendly posture toward the Moroccans
0,83,Inca,Morocco,Diplomatic Stance,friendly,We published that matters between us and the Moroccans are now friendly
0,83,Germany,Inca,Diplomatic Stance,friendly,A friendly attitude with the Incas is what we assert
0,84,Songhai,Germany,Diplomatic Stance,friendly,A friendly disposition with the Germans is what we maintain
0,84,Korea,Morocco,Diplomatic Stance,friendly,The Koreans published that matters between the Koreans and the Moroccans are of late friendly
0,84,Morocco,Iroquois,Diplomatic Stance,friendly,We disclosed that transactions between us and the Iroquois are these days friendly
0,84,Iroquois,Inca,Diplomatic Stance,friendly,We professed that dealings between us and the Incas are now friendly
0,84,Inca,Mombasa,Diplomatic Stance,neutral,Our relations with Mombasa presently are neutral
0,84,Inca,Panama City,Diplomatic Stance,neutral,We proclaimed that proceedings between us and Panama City are now neutral
0,84,Iroquois,Bogota,Diplomatic Stance,friendly,We are showing a friendly stance toward Bogota
0,85,Morocco,Yerevan,Diplomatic Stance,neutral,We published that relations between us and Yerevan are of late neutral
0,86,Germany,Morocco,Diplomatic Stance,friendly,Our relations with the Moroccans at present are friendly
0,86,Morocco,Singapore,Diplomatic Stance,neutral,A neutral disposition with Singapore is what we affirm
0,87,Iroquois,Korea,Diplomatic Stance,neutral,The Iroquois are displaying a neutral position toward the Koreans
0,87,Iroquois,Korea,Diplomatic Stance,neutral,A neutral stance with the Koreans is what the Iroquois maintain
0,87,Germany,Korea,Diplomatic Stance,friendly,Our advertised diplomacy vis-à-vis the Koreans looks friendly
0,87,Iroquois,Songhai,Diplomatic Stance,friendly,We professed that transactions between us and the Songhai are of late friendly
0,87,Korea,Yerevan,Diplomatic Stance,protective,A protective manner with Yerevan is what we declare
0,89,Songhai,Korea,Diplomatic Stance,friendly,We professed that matters between us and the Koreans are these days friendly
0,89,Morocco,Germany,Diplomatic Stance,friendly,A friendly position with the Germans is what the Moroccans claim
0,89,Inca,Iroquois,Diplomatic Stance,friendly,A friendly manner with the Iroquois is what we assert
0,89,Korea,Inca,Diplomatic Stance,friendly,We are taking a friendly posture toward the Incas
0,89,Korea,Kathmandu,Diplomatic Stance,neutral,We are showing a neutral position toward Kathmandu
0,90,Songhai,Korea,Diplomatic Stance,friendly,The Songhai published that affairs between the Songhai and the Koreans are now friendly
0,90,Inca,Korea,Diplomatic Stance,friendly,A friendly position with the Koreans is what we profess
0,90,Germany,Songhai,Diplomatic Stance,neutral,Our professed policy vis-à-vis the Songhai appears neutral
0,90,Korea,Germany,Diplomatic Stance,friendly,We are exhibiting a friendly stance toward the Germans
0,90,Iroquois,Korea,Diplomatic Stance,neutral,We disclosed that proceedings between us and the Koreans are now neutral
0,91,Songhai,Morocco,Diplomatic Stance,friendly,We disclosed that proceedings between us and the Moroccans are presently friendly
0,91,Morocco,Songhai,Diplomatic Stance,friendly,We proclaimed that transactions between us and the Songhai are at present friendly
0,91,Germany,Inca,Diplomatic Stance,friendly,We are showing a friendly position toward the Incas
0,92,Morocco,Iroquois,Diplomatic Stance,friendly,Our relations with the Iroquois currently are friendly
0,92,Inca,Kathmandu,Diplomatic Stance,neutral,A neutral position with Kathmandu is what we assert
0,93,Songhai,Germany,Diplomatic Stance,friendly,We are displaying a friendly manner toward the Germans
0,93,Morocco,Inca,Diplomatic Stance,friendly,A friendly manner with the Incas is what we profess
0,93,Germany,Iroquois,Diplomatic Stance,friendly,The Germans published that proceedings between the Germans and the Iroquois are now friendly
0,93,Germany,Morocco,Diplomatic Stance,friendly,Our relations with the Moroccans now are friendly
0,93,Germany,Iroquois,Diplomatic Stance,friendly,We are taking a friendly disposition toward the Iroquois
0,94,Inca,Songhai,Diplomatic Stance,friendly,We proclaimed that proceedings between us and the Songhai are these days friendly
