,Turn,Civ1,Civ2,Relation,Value,Cable
0,346,Germany,Songhai,Trading,trading,We were willing to swap with Songhai particularly for a deal to open the borders into Songhai for the subsequent 30 turns
0,360,Germany,Germany,Trading,trading,We hoped for 4 units of gold per turn for the next 30 turns and 60 units of gold and thus proposed a deal to open the borders into Germany for the upcoming 30 turns in exchange
0,363,Germany,Inca,Trading,trading,We coveted an accord to agree to a defense agreement for the coming 30 turns and 3 units of aluminum for the coming 30 turns and thus proposed an accord to become part of a defense pact for the coming 30 turns and 2 units of gold per turn for the coming 30 turns in return
0,371,Germany,Morocco,Trading,trading,We were ready to haggle with Morocco overwhelmingly for 1 unit of cotton for the subsequent 30 turns
0,379,Morocco,Inca,Trading,trading,We wished for a deal to become part of a defensive agreement for the next 30 turns and thus provided an agreement to enter into a defensive pact for the next 30 turns in return
0,379,Morocco,Inca,Trading,trading,We yearned for 1 unit of silver for the upcoming 30 turns and thus offered 2 units of iron for the subsequent 30 turns 2 units of horse for the subsequent 30 turns 2 units of coal for the subsequent 30 turns 2 units of oil for the subsequent 30 turns 2 units of aluminum for the subsequent 30 turns 29 units of gold per turn for the subsequent 30 turns and 20 units of gold in payment
0,401,Morocco,Songhai,Trading,trading,We coveted 1 unit of truffles for the next 30 turns and thus extended 2 units of iron for the next 30 turns 2 units of horse for the next 30 turns 2 units of coal for the next 30 turns 2 units of oil for the next 30 turns 1 unit of cotton for the next 30 turns and 35 units of gold per turn for the next 30 turns in return
0,403,Songhai,Inca,Trading,trading,We were quick to bargain with The Incas mostly for an accord to open the borders into The Incas for the upcoming 30 turns
0,409,Morocco,Germany,Trading,trading,We yearned for 2 units of iron for the next 30 turns 1 unit of aluminum for the next 30 turns and 1 unit of dye for the next 30 turns and thus offered a deal to declare fighting on Germany in exchange
0,429,Morocco,Inca,Trading,trading,We were grateful to deal with The Incas specifically for 1 unit of silver for the coming 30 turns
0,434,Morocco,Songhai,Trading,trading,We were ready to exchange with Songhai mostly for 6 units of gold per turn for the upcoming 30 turns
