,Turn,Civ1,Civ2,Relation,Value,Cable
0,44,Morocco,Iroquois,Danger,moderate,We believe that the Iroquois have become a moderate hazard to our interests
0,46,Inca,Songhai,Danger,moderate,We feel that the Songhai have become a moderate danger to our plans
0,46,Inca,Iroquois,Danger,moderate,The hazard that the Iroquois constitute is described as moderate by the Incas sources
0,46,Korea,Iroquois,Danger,major,We imagine that the Iroquois are a major danger to our pursuits
0,47,Morocco,Inca,Danger,minor,The hazard that the Incas represent is defined as minor by the Moroccans intelligence officers
0,47,Iroquois,Germany,Danger,moderate,We feel that the Germans represent a moderate risk to our strategies
0,48,Songhai,Germany,Danger,moderate,The danger that the Germans represent is labeled as moderate by our diplomatic cables
0,49,Songhai,Iroquois,Danger,minor,The problem that the Iroquois represent is described as minor by our intelligence officers
0,49,Inca,Iroquois,Danger,moderate,The obstacle that the Iroquois show is described as moderate by our intelligence officers
0,50,Inca,Morocco,Danger,severe,We estimate that the Moroccans amount to a severe threat to our strategies
0,50,Iroquois,Germany,Danger,moderate,The Iroquois think that the Germans amount to a moderate risk to the Iroquois activities
0,50,Inca,Korea,Danger,moderate,The danger that the Koreans constitute is represented as moderate by our sources
0,50,Morocco,Germany,Danger,moderate,The threat that the Germans show is represented as moderate by the Moroccans sources
0,51,Songhai,Morocco,Danger,minor,The danger that the Moroccans embody is portrayed as minor by our sources
0,52,Iroquois,Korea,Danger,major,The Iroquois imagine that the Koreans comprise a major risk to the Iroquois interests
0,52,Morocco,Iroquois,Danger,moderate,The danger that the Iroquois show is portrayed as moderate by our diplomatic cables
0,54,Songhai,Korea,Danger,moderate,We think that the Koreans constitute a moderate risk to our plans
0,54,Korea,Germany,Danger,minor,The problem that the Germans show is portrayed as minor by our intelligence officers
0,55,Korea,Germany,Danger,moderate,The danger that the Germans present is described as moderate by the Koreans intelligence officers
0,55,Korea,Morocco,Danger,major,We suspect that the Moroccans are a major problem to our ambitions
0,55,Iroquois,Germany,Danger,moderate,We infer that the Germans are a moderate obstacle to our pursuits
0,57,Songhai,Germany,Danger,minor,We suspect that the Germans comprise a minor risk to our activities
0,58,Inca,Korea,Danger,moderate,We think that the Koreans present a moderate danger to our interests
0,58,Germany,Morocco,Danger,minor,We imagine that the Moroccans amount to a minor hazard to our pursuits
0,58,Iroquois,Korea,Danger,major,The risk that the Koreans embody is represented as major by our agents
0,59,Inca,Germany,Danger,major,The problem that the Germans constitute is described as major by our sources
0,59,Morocco,Germany,Danger,moderate,The problem that the Germans present is portrayed as moderate by our spies
0,59,Korea,Inca,Danger,minor,We estimate that the Incas amount to a minor obstacle to our activities
0,60,Morocco,Inca,Danger,minor,We suspect that the Incas are a minor obstacle to our ambitions
0,60,Morocco,Iroquois,Danger,moderate,We think that the Iroquois are a moderate hazard to our activities
0,61,Korea,Songhai,Danger,minor,We imagine that the Songhai constitute a minor hazard to our plans
0,62,Iroquois,Songhai,Danger,severe,The hazard that the Songhai present is defined as severe by the Iroquois agents
0,63,Songhai,Iroquois,Danger,minor,We estimate that the Iroquois present a minor threat to our interests
0,63,Iroquois,Germany,Danger,minor,The obstacle that the Germans constitute is described as minor by our agents
0,64,Korea,Iroquois,Danger,minor,The obstacle that the Iroquois constitute is represented as minor by our sources
0,66,Morocco,Germany,Danger,moderate,We believe that the Germans comprise a moderate obstacle to our plans
0,66,Iroquois,Korea,Danger,major,The threat that the Koreans show is defined as major by our intelligence officers
0,67,Germany,Inca,Danger,minor,We think that the Incas constitute a minor risk to our activities
0,67,Iroquois,Morocco,Danger,minor,We imagine that the Moroccans comprise a minor hazard to our pursuits
0,68,Songhai,Korea,Danger,moderate,The obstacle that the Koreans constitute is described as moderate by our agents
0,68,Inca,Songhai,Danger,moderate,The Incas believe that the Songhai constitute a moderate danger to the Incas plans
0,68,Morocco,Iroquois,Danger,moderate,The threat that the Iroquois show is portrayed as moderate by our diplomatic cables
0,71,Iroquois,Germany,Danger,moderate,We infer that the Germans compose a moderate obstacle to our plans
0,73,Inca,Iroquois,Danger,moderate,We suspect that the Iroquois constitute a moderate danger to our plans
0,73,Morocco,Songhai,Danger,moderate,The problem that the Songhai show is described as moderate by our diplomatic cables
0,74,Iroquois,Korea,Danger,minor,We estimate that the Koreans compose a minor obstacle to our plans
0,75,Songhai,Inca,Danger,moderate,We imagine that the Incas compose a moderate threat to our pursuits
0,75,Songhai,Germany,Danger,major,The danger that the Germans constitute is labeled as major by our sources
0,75,Songhai,Korea,Danger,minor,We estimate that the Koreans represent a minor hazard to our ambitions
0,75,Germany,Inca,Danger,minor,The problem that the Incas show is defined as minor by our sources
0,76,Inca,Iroquois,Danger,moderate,The Incas think that the Iroquois are a moderate danger to the Incas ambitions
0,77,Morocco,Korea,Danger,minor,The danger that the Koreans embody is described as minor by our intelligence officers
0,77,Iroquois,Songhai,Danger,major,We think that the Songhai amount to a major danger to our interests
0,78,Inca,Songhai,Danger,moderate,The threat that the Songhai present is characterized as moderate by our diplomatic cables
0,79,Inca,Germany,Danger,major,We feel that the Germans are a major hazard to our interests
0,80,Songhai,Korea,Danger,minor,The obstacle that the Koreans present is characterized as minor by the Songhais sources
0,81,Iroquois,Morocco,Danger,moderate,The problem that the Moroccans represent is defined as moderate by our intelligence officers
0,82,Inca,Korea,Danger,moderate,We imagine that the Koreans are a moderate risk to our plans
0,82,Morocco,Songhai,Danger,moderate,The danger that the Songhai present is labeled as moderate by our agents
0,82,Morocco,Inca,Danger,major,The problem that the Incas present is portrayed as major by our diplomatic cables
0,82,Inca,Morocco,Danger,major,The risk that the Moroccans present is portrayed as major by the Incas sources
0,82,Korea,Iroquois,Danger,major,We infer that the Iroquois are a major threat to our strategies
0,82,Iroquois,Korea,Danger,major,We suspect that the Koreans comprise a major obstacle to our plans
0,83,Germany,Inca,Danger,major,We infer that the Incas have become a major danger to our pursuits
0,84,Songhai,Germany,Danger,minor,The danger that the Germans present is labeled as minor by our sources
0,84,Morocco,Iroquois,Danger,minor,We feel that the Iroquois present a minor problem to our plans
0,86,Morocco,Korea,Danger,minor,The danger that the Koreans represent is characterized as minor by our sources
0,87,Morocco,Germany,Danger,minor,We suspect that the Germans represent a minor danger to our activities
0,87,Germany,Korea,Danger,moderate,The threat that the Koreans constitute is labeled as moderate by our diplomatic cables
0,89,Songhai,Korea,Danger,minor,The risk that the Koreans present is portrayed as minor by our sources
0,89,Inca,Iroquois,Danger,minor,The problem that the Iroquois present is represented as minor by our intelligence officers
0,90,Inca,Korea,Danger,minor,The problem that the Koreans embody is represented as minor by our spies
0,91,Songhai,Morocco,Danger,minor,We think that the Moroccans comprise a minor obstacle to our pursuits
0,91,Songhai,Iroquois,Danger,severe,The danger that the Iroquois embody is defined as severe by our intelligence officers
0,93,Songhai,Inca,Danger,minor,We imagine that the Incas are a minor risk to our interests
0,93,Germany,Iroquois,Danger,minor,The obstacle that the Iroquois present is characterized as minor by our diplomatic cables
0,95,Iroquois,Germany,Danger,moderate,We imagine that the Germans constitute a moderate danger to our pursuits
0,96,Inca,Iroquois,Danger,minor,The Incas feel that the Iroquois have become a minor problem to the Incas ambitions
0,96,Songhai,Korea,Danger,major,We estimate that the Koreans present a major obstacle to our pursuits
0,96,Korea,Songhai,Danger,minor,We think that the Songhai constitute a minor obstacle to our strategies
0,98,Songhai,Iroquois,Danger,severe,The risk that the Iroquois represent is labeled as severe by our diplomatic cables
0,98,Germany,Korea,Danger,moderate,The problem that the Koreans embody is labeled as moderate by our spies
0,98,Iroquois,Korea,Danger,major,The obstacle that the Koreans embody is labeled as major by our sources
0,99,Inca,Germany,Danger,major,We infer that the Germans compose a major danger to our activities
0,99,Morocco,Korea,Danger,minor,The threat that the Koreans show is defined as minor by the Moroccans diplomatic cables
0,99,Korea,Morocco,Danger,moderate,The obstacle that the Moroccans show is portrayed as moderate by our diplomatic cables
0,100,Morocco,Iroquois,Danger,major,The risk that the Iroquois constitute is defined as major by our agents
0,100,Inca,Morocco,Danger,major,The Incas feel that the Moroccans are a major hazard to the Incas strategies
0,100,Germany,Morocco,Danger,minor,The obstacle that the Moroccans embody is represented as minor by our sources
0,100,Korea,Iroquois,Danger,major,The danger that the Iroquois constitute is described as major by our diplomatic cables
0,101,Morocco,Germany,Danger,minor,We feel that the Germans are a minor risk to our activities
0,102,Iroquois,Morocco,Danger,moderate,The obstacle that the Moroccans represent is portrayed as moderate by our intelligence officers
0,103,Iroquois,Korea,Danger,major,The hazard that the Koreans show is characterized as major by our diplomatic cables
0,104,Morocco,Inca,Danger,major,We infer that the Incas constitute a major problem to our plans
0,104,Morocco,Korea,Danger,minor,The risk that the Koreans represent is described as minor by our sources
0,105,Germany,Songhai,Danger,major,The danger that the Songhai represent is described as major by the Germans spies
0,105,Inca,Iroquois,Danger,minor,The hazard that the Iroquois show is described as minor by our spies
0,106,Inca,Korea,Danger,minor,We estimate that the Koreans amount to a minor risk to our plans
0,107,Songhai,Morocco,Danger,minor,The danger that the Moroccans embody is described as minor by our sources
0,107,Germany,Morocco,Danger,minor,We imagine that the Moroccans have become a minor hazard to our plans
0,107,Iroquois,Korea,Danger,major,We suspect that the Koreans constitute a major hazard to our pursuits
0,108,Korea,Germany,Danger,moderate,The hazard that the Germans constitute is labeled as moderate by our diplomatic cables
0,111,Korea,Germany,Danger,moderate,The hazard that the Germans embody is defined as moderate by the Koreans diplomatic cables
0,113,Morocco,Korea,Danger,minor,The risk that the Koreans constitute is defined as minor by our intelligence officers
0,115,Germany,Inca,Danger,major,We think that the Incas constitute a major problem to our pursuits
0,115,Germany,Iroquois,Danger,minor,We suspect that the Iroquois constitute a minor danger to our strategies
0,116,Morocco,Iroquois,Danger,minor,The threat that the Iroquois show is characterized as minor by our diplomatic cables
0,117,Iroquois,Songhai,Danger,major,We infer that the Songhai have become a major obstacle to our ambitions
0,117,Iroquois,Inca,Danger,moderate,We infer that the Incas present a moderate hazard to our activities
0,118,Inca,Songhai,Danger,moderate,The risk that the Songhai constitute is labeled as moderate by our spies
0,118,Morocco,Songhai,Danger,minor,We feel that the Songhai have become a minor risk to our ambitions
0,119,Morocco,Iroquois,Danger,minor,The risk that the Iroquois embody is described as minor by the Moroccans sources
0,119,Songhai,Iroquois,Danger,major,We suspect that the Iroquois are a major obstacle to our activities
0,120,Songhai,Germany,Danger,minor,We infer that the Germans amount to a minor obstacle to our plans
0,121,Korea,Morocco,Danger,minor,We suspect that the Moroccans amount to a minor obstacle to our pursuits
0,122,Inca,Korea,Danger,minor,We suspect that the Koreans comprise a minor threat to our pursuits
0,122,Morocco,Korea,Danger,minor,We imagine that the Koreans comprise a minor problem to our strategies
0,123,Iroquois,Korea,Danger,major,We imagine that the Koreans present a major threat to our interests
0,124,Songhai,Korea,Danger,minor,The threat that the Koreans embody is defined as minor by our intelligence officers
0,124,Germany,Morocco,Danger,minor,The Germans suspect that the Moroccans represent a minor danger to the Germans plans
0,125,Morocco,Songhai,Danger,major,The Moroccans estimate that the Songhai comprise a major hazard to the Moroccans ambitions
0,126,Songhai,Iroquois,Danger,severe,The problem that the Iroquois constitute is characterized as severe by our sources
0,126,Korea,Germany,Danger,moderate,We feel that the Germans are a moderate problem to our activities
0,127,Morocco,Songhai,Danger,major,The problem that the Songhai constitute is represented as major by our diplomatic cables
0,127,Iroquois,Songhai,Danger,major,The obstacle that the Songhai embody is characterized as major by our intelligence officers
0,127,Iroquois,Germany,Danger,moderate,We believe that the Germans represent a moderate risk to our strategies
0,127,Inca,Songhai,Danger,moderate,The risk that the Songhai represent is defined as moderate by the Incas diplomatic cables
0,128,Morocco,Inca,Danger,severe,The threat that the Incas show is portrayed as severe by the Moroccans spies
0,128,Iroquois,Inca,Danger,moderate,The risk that the Incas present is portrayed as moderate by our sources
0,129,Morocco,Germany,Danger,minor,We believe that the Germans have become a minor hazard to our pursuits
0,129,Songhai,Inca,Danger,minor,The Songhai feel that the Incas comprise a minor obstacle to the Songhais activities
0,130,Songhai,Morocco,Danger,minor,The Songhai believe that the Moroccans amount to a minor threat to the Songhais strategies
0,131,Songhai,Morocco,Danger,minor,The problem that the Moroccans show is described as minor by our diplomatic cables
0,131,Germany,Inca,Danger,major,We suspect that the Incas represent a major risk to our strategies
0,132,Morocco,Iroquois,Danger,severe,The danger that the Iroquois present is represented as severe by our agents
0,132,Korea,Morocco,Danger,moderate,The risk that the Moroccans show is labeled as moderate by our spies
0,133,Songhai,Iroquois,Danger,severe,The threat that the Iroquois constitute is represented as severe by our intelligence officers
0,134,Inca,Songhai,Danger,minor,The danger that the Songhai embody is defined as minor by our spies
0,135,Iroquois,Germany,Danger,moderate,The threat that the Germans embody is defined as moderate by our diplomatic cables
0,136,Iroquois,Korea,Danger,major,We infer that the Koreans compose a major obstacle to our plans
0,137,Germany,Iroquois,Danger,major,The problem that the Iroquois represent is represented as major by our intelligence officers
0,137,Korea,Iroquois,Danger,severe,The danger that the Iroquois show is labeled as severe by our agents
0,138,Songhai,Inca,Danger,moderate,The risk that the Incas represent is described as moderate by our intelligence officers
0,138,Songhai,Korea,Danger,minor,The danger that the Koreans show is labeled as minor by our sources
0,138,Inca,Korea,Danger,major,We suspect that the Koreans compose a major hazard to our ambitions
0,138,Germany,Morocco,Danger,minor,The threat that the Moroccans present is described as minor by the Germans intelligence officers
0,138,Korea,Songhai,Danger,minor,We suspect that the Songhai present a minor threat to our plans
0,139,Inca,Morocco,Danger,major,We believe that the Moroccans are a major problem to our ambitions
0,139,Iroquois,Korea,Danger,severe,The Iroquois suspect that the Koreans are a severe obstacle to the Iroquois interests
0,139,Inca,Germany,Danger,major,We infer that the Germans have become a major hazard to our pursuits
0,139,Germany,Inca,Danger,minor,The risk that the Incas present is labeled as minor by our agents
0,139,Songhai,Korea,Danger,minor,The Songhai think that the Koreans present a minor obstacle to the Songhais plans
0,140,Morocco,Korea,Danger,major,We think that the Koreans comprise a major danger to our plans
0,142,Inca,Songhai,Danger,minor,We estimate that the Songhai have become a minor problem to our strategies
0,142,Germany,Morocco,Danger,minor,We feel that the Moroccans present a minor risk to our interests
0,143,Morocco,Songhai,Danger,major,The hazard that the Songhai embody is characterized as major by the Moroccans spies
0,143,Iroquois,Germany,Danger,moderate,We think that the Germans amount to a moderate risk to our pursuits
0,144,Korea,Germany,Danger,moderate,The threat that the Germans represent is represented as moderate by our intelligence officers
0,145,Songhai,Korea,Danger,minor,The hazard that the Koreans constitute is portrayed as minor by our spies
0,145,Inca,Germany,Danger,major,The risk that the Germans show is characterized as major by the Incas intelligence officers
0,145,Inca,Iroquois,Danger,minor,The risk that the Iroquois present is defined as minor by our intelligence officers
0,147,Songhai,Morocco,Danger,minor,The danger that the Moroccans present is described as minor by our diplomatic cables
0,147,Songhai,Iroquois,Danger,major,We estimate that the Iroquois have become a major problem to our ambitions
0,148,Morocco,Iroquois,Danger,major,We believe that the Iroquois constitute a major problem to our ambitions
0,149,Inca,Germany,Danger,major,We believe that the Germans have become a major risk to our interests
0,149,Morocco,Inca,Danger,major,The obstacle that the Incas present is labeled as major by our spies
0,149,Morocco,Korea,Danger,minor,The hazard that the Koreans present is portrayed as minor by our agents
0,149,Germany,Morocco,Danger,minor,We think that the Moroccans comprise a minor risk to our ambitions
0,150,Korea,Songhai,Danger,major,The danger that the Songhai present is portrayed as major by the Koreans sources
0,150,Inca,Morocco,Danger,major, The problem that the Moroccans constitute is defined as major by our intelligence officers
0,150,Iroquois,Inca,Danger,moderate,We estimate that the Incas comprise a moderate threat to our interests
0,151,Iroquois,Germany,Danger,moderate,The threat that the Germans embody is labeled as moderate by our agents
0,152,Songhai,Korea,Danger,minor,The obstacle that the Koreans represent is labeled as minor by our spies
0,153,Germany,Korea,Danger,moderate,The danger that the Koreans constitute is portrayed as moderate by our spies
0,154,Songhai,Iroquois,Danger,major,We suspect that the Iroquois compose a major hazard to our strategies
0,154,Morocco,Songhai,Danger,minor,We suspect that the Songhai have become a minor problem to our ambitions
0,154,Iroquois,Morocco,Danger,minor,The threat that the Moroccans represent is defined as minor by the Iroquois agents
0,155,Songhai,Morocco,Danger,minor,The problem that the Moroccans constitute is labeled as minor by our sources
0,155,Germany,Inca,Danger,major,We estimate that the Incas comprise a major hazard to our pursuits
0,156,Iroquois,Korea,Danger,severe,The problem that the Koreans constitute is portrayed as severe by our spies
0,157,Iroquois,Songhai,Danger,severe,We suspect that the Songhai comprise a severe risk to our activities
0,158,Inca,Songhai,Danger,moderate,The danger that the Songhai embody is characterized as moderate by our sources
0,158,Morocco,Korea,Danger,minor,The obstacle that the Koreans show is portrayed as minor by our spies
0,159,Songhai,Korea,Danger,major,We imagine that the Koreans are a major danger to our ambitions
0,159,Inca,Germany,Danger,major,We feel that the Germans are a major danger to our strategies
0,161,Songhai,Iroquois,Danger,severe,We estimate that the Iroquois amount to a severe danger to our activities
0,161,Inca,Iroquois,Danger,major,The threat that the Iroquois present is labeled as major by our spies
0,162,Germany,Songhai,Danger,major,The threat that the Songhai constitute is defined as major by our intelligence officers
0,163,Songhai,Morocco,Danger,minor,The risk that the Moroccans embody is represented as minor by the Songhais spies
0,163,Germany,Inca,Danger,major,The threat that the Incas present is portrayed as major by our diplomatic cables
0,164,Songhai,Iroquois,Danger,severe,The threat that the Iroquois present is labeled as severe by the Songhais intelligence officers
0,165,Iroquois,Morocco,Danger,minor,We imagine that the Moroccans compose a minor danger to our activities
0,166,Songhai,Korea,Danger,major,The hazard that the Koreans represent is portrayed as major by our agents
0,166,Inca,Songhai,Danger,minor,The problem that the Songhai embody is portrayed as minor by our intelligence officers
0,167,Iroquois,Songhai,Danger,severe,The obstacle that the Songhai embody is labeled as severe by our sources
0,167,Iroquois,Germany,Danger,moderate,The risk that the Germans show is represented as moderate by our spies
0,169,Inca,Germany,Danger,major,We think that the Germans have become a major hazard to our activities
0,169,Korea,Inca,Danger,moderate,The obstacle that the Incas present is described as moderate by our diplomatic cables
0,169,Iroquois,Germany,Danger,moderate,The Iroquois imagine that the Germans have become a moderate obstacle to the Iroquois activities
0,171,Songhai,Morocco,Danger,minor,The obstacle that the Moroccans present is represented as minor by our spies
0,171,Morocco,Inca,Danger,minor,The threat that the Incas embody is defined as minor by our spies
0,171,Morocco,Germany,Danger,moderate,We estimate that the Germans represent a moderate danger to our pursuits
0,171,Korea,Germany,Danger,moderate,The obstacle that the Germans embody is represented as moderate by our spies
0,172,Iroquois,Inca,Danger,moderate,We suspect that the Incas present a moderate risk to our activities
0,172,Iroquois,Morocco,Danger,minor,The hazard that the Moroccans constitute is represented as minor by our sources
0,173,Songhai,Korea,Danger,major,We believe that the Koreans represent a major problem to our activities
0,173,Iroquois,Korea,Danger,severe,We think that the Koreans constitute a severe danger to our activities
0,174,Songhai,Inca,Danger,moderate,We feel that the Incas have become a moderate risk to our activities
0,174,Iroquois,Korea,Danger,severe,The hazard that the Koreans show is described as severe by our intelligence officers
0,174,Germany,Morocco,Danger,major,The risk that the Moroccans present is defined as major by the Germans sources
0,174,Korea,Iroquois,Danger,major,The danger that the Iroquois show is characterized as major by our sources
0,175,Inca,Korea,Danger,major,The threat that the Koreans constitute is represented as major by the Incas agents
0,175,Germany,Korea,Danger,minor,We think that the Koreans present a minor risk to our ambitions
0,175,Iroquois,Germany,Danger,moderate,The problem that the Germans represent is represented as moderate by our sources
0,176,Korea,Morocco,Danger,minor,The problem that the Moroccans constitute is defined as minor by our diplomatic cables
0,177,Germany,Morocco,Danger,minor,We believe that the Moroccans constitute a minor threat to our interests
0,178,Inca,Korea,Danger,major,The Incas suspect that the Koreans have become a major hazard to the Incas pursuits
0,179,Korea,Inca,Danger,moderate,The threat that the Incas constitute is represented as moderate by our spies
0,179,Iroquois,Morocco,Danger,major,We suspect that the Moroccans present a major problem to our interests
0,180,Korea,Inca,Danger,moderate,The danger that the Incas constitute is represented as moderate by the Koreans sources
0,180,Korea,Songhai,Danger,minor,The hazard that the Songhai represent is represented as minor by our diplomatic cables
0,180,Korea,Germany,Danger,moderate,We imagine that the Germans are a moderate risk to our interests
0,181,Germany,Iroquois,Danger,minor,We imagine that the Iroquois compose a minor threat to our interests
0,182,Songhai,Iroquois,Danger,severe,We estimate that the Iroquois represent a severe danger to our strategies
0,182,Inca,Songhai,Danger,minor,The risk that the Songhai embody is defined as minor by our spies
0,182,Morocco,Inca,Danger,minor,We think that the Incas have become a minor threat to our strategies
0,182,Morocco,Germany,Danger,minor,The threat that the Germans constitute is portrayed as minor by the Moroccans diplomatic cables
0,183,Songhai,Germany,Danger,severe,The obstacle that the Germans embody is described as severe by our diplomatic cables
0,183,Iroquois,Inca,Danger,moderate,We imagine that the Incas compose a moderate obstacle to our activities
0,184,Inca,Morocco,Danger,major,The obstacle that the Moroccans represent is described as major by our agents
0,185,Inca,Iroquois,Danger,minor,The problem that the Iroquois present is represented as minor by our spies
0,185,Morocco,Germany,Danger,minor,We suspect that the Germans amount to a minor danger to our plans
0,185,Korea,Iroquois,Danger,major,The threat that the Iroquois constitute is portrayed as major by our intelligence officers
0,186,Inca,Korea,Danger,minor,The hazard that the Koreans constitute is described as minor by our diplomatic cables
0,186,Iroquois,Morocco,Danger,minor,The risk that the Moroccans present is characterized as minor by our agents
0,187,Korea,Songhai,Danger,major,We infer that the Songhai represent a major risk to our strategies
0,189,Korea,Germany,Danger,moderate,The problem that the Germans present is characterized as moderate by our spies
0,189,Inca,Iroquois,Danger,minor,The risk that the Iroquois embody is represented as minor by the Incas diplomatic cables
0,189,Songhai,Korea,Danger,major,The hazard that the Koreans show is described as major by our agents
0,190,Inca,Songhai,Danger,minor,We imagine that the Songhai constitute a minor obstacle to our strategies
0,190,Songhai,Iroquois,Danger,major,The obstacle that the Iroquois constitute is portrayed as major by our spies
0,192,Morocco,Germany,Danger,minor,We think that the Germans are a minor problem to our pursuits
0,192,Germany,Iroquois,Danger,minor,The obstacle that the Iroquois represent is represented as minor by our agents
0,193,Iroquois,Korea,Danger,severe,The Iroquois infer that the Koreans amount to a severe threat to the Iroquois plans
0,193,Iroquois,Morocco,Danger,major,We estimate that the Moroccans are a major obstacle to our plans
0,194,Korea,Iroquois,Danger,major,We suspect that the Iroquois represent a major danger to our interests
0,195,Songhai,Korea,Danger,severe,The threat that the Koreans show is labeled as severe by our diplomatic cables
0,195,Germany,Inca,Danger,major,The threat that the Incas show is described as major by our spies
0,198,Inca,Songhai,Danger,moderate,The hazard that the Songhai represent is represented as moderate by our intelligence officers
0,198,Iroquois,Korea,Danger,critical,The threat that the Koreans present is characterized as critical by our diplomatic cables
0,199,Songhai,Iroquois,Danger,major,The problem that the Iroquois present is described as major by the Songhais diplomatic cables
0,199,Morocco,Germany,Danger,minor,The danger that the Germans present is portrayed as minor by our spies
0,199,Inca,Songhai,Danger,moderate,The problem that the Songhai present is described as moderate by the Incas diplomatic cables
0,199,Iroquois,Germany,Danger,minor,We feel that the Germans present a minor hazard to our interests
0,200,Iroquois,Morocco,Danger,major,We estimate that the Moroccans are a major hazard to our activities
0,201,Songhai,Germany,Danger,critical,The hazard that the Germans represent is characterized as critical by our intelligence officers
0,201,Inca,Iroquois,Danger,minor,The risk that the Iroquois present is characterized as minor by our spies
