,Turn,Civ1,Civ2,Relation,Value,Cable
0,51,Korea,Yerevan,Military Strength,poor,We regard Yerevans military to be poor
0,52,Morocco,Panama City,Military Strength,weak,Recent reports have led us to esteem Panama City as a weak military power
0,53,Iroquois,Morocco,Military Strength,strong,Our diplomatic cables indicate that the Moroccans military strategies are strong
0,54,Iroquois,Songhai,Military Strength,strong,The Iroquois consider the Songhais military to be strong
0,54,Germany,Korea,Military Strength,weak,We believe the Koreans military to be weak
0,54,Korea,Germany,Military Strength,average,Our intelligence officers indicate that the Germans military ambitions are average
0,54,Inca,Panama City,Military Strength,average,Panama Citys military potential has attained an average standing according to our spies
0,55,Germany,Inca,Military Strength,poor,The Incas military power has arrived at a poor level according to the Germans intelligence officers
0,55,Korea,Songhai,Military Strength,powerful,Creditable reporting from the Koreans rates the Songhais military potential as powerful
0,55,Morocco,Yerevan,Military Strength,weak,Our sources indicate that Yerevans military interests are weak
0,55,Iroquois,Singapore,Military Strength,poor,Our agents suggest that Singapores military activities are poor
0,56,Songhai,Iroquois,Military Strength,weak,Our sources show that the Iroquois military strategies are weak
0,57,Songhai,Germany,Military Strength,poor,The Germans military power has approached a poor degree according to our intelligence officers
0,57,Korea,Morocco,Military Strength,immense,Trustworthy intelligence from the Koreans ranks the Moroccans military potential as immense
0,57,Germany,Mombasa,Military Strength,poor,Recent episodes have led us to consider Mombasa as a poor military power
0,58,Inca,Korea,Military Strength,poor,We consider the Koreans military to be poor
0,58,Songhai,Morocco,Military Strength,strong,The Songhai consider the Moroccans military to be strong
0,59,Songhai,Morocco,Military Strength,average,Our agents show that the Moroccans military ambitions are average
0,59,Inca,Singapore,Military Strength,strong,Creditable news of ours regards Singapores military force as strong
0,59,Inca,Florence,Military Strength,poor,Recent happenings have led us to consider Florence as a poor military factor
0,59,Morocco,Kathmandu,Military Strength,weak,Creditable news of ours rates Kathmandus military force as weak
0,60,Morocco,Iroquois,Military Strength,pathetic,The Iroquois military force has come to a pathetic level according to our sources
0,60,Korea,Mombasa,Military Strength,strong,Our intelligence officers suggest that Mombasas military pursuits are strong
0,61,Songhai,Korea,Military Strength,weak,Recent reports have led us to imagine the Koreans as a weak military contender
0,61,Songhai,Yerevan,Military Strength,weak,We estimate Yerevans military to be weak
0,63,Korea,Germany,Military Strength,average,Reliable intelligence of ours ranks the Germans military capability as average
0,63,Morocco,Inca,Military Strength,weak,The Incas military force has attained a weak position according to the Moroccans diplomatic cables
0,63,Songhai,Mombasa,Military Strength,poor,Mombasas military force has attained a poor status according to our agents
0,63,Songhai,Budapest,Military Strength,poor,Budapests military might has hit a poor position according to our intelligence officers
0,64,Germany,Songhai,Military Strength,strong,The Germans spies indicate that the Songhais military strategies are strong
0,64,Korea,Iroquois,Military Strength,weak,Our spies intimate that the Iroquois military pursuits are weak
0,64,Songhai,Kathmandu,Military Strength,average,Our spies suggest that Kathmandus military ambitions are average
0,66,Inca,Germany,Military Strength,strong,Reliable news from the Incas regards the Germans military might as strong
0,66,Inca,Iroquois,Military Strength,strong,The Incas perceive the Iroquois military to be strong
0,67,Songhai,Morocco,Military Strength,poor,The Moroccans military strength has hit a poor degree according to our sources
0,67,Iroquois,Inca,Military Strength,average,Recent circumstances have led the Iroquois to consider the Incas as an average military power
0,68,Iroquois,Inca,Military Strength,average,The Incas military power has approached an average level according to the Iroquois agents
0,68,Morocco,Korea,Military Strength,pathetic,We perceive the Koreans military to be pathetic
0,68,Morocco,Iroquois,Military Strength,average,The Iroquois military force has hit an average position according to the Moroccans diplomatic cables
0,69,Inca,Germany,Military Strength,average,Reputable forecasting of ours esteems the Germans military might as average
0,69,Korea,Inca,Military Strength,average,Recent occurrences have led us to see the Incas as an average military factor
0,69,Morocco,Budapest,Military Strength,strong,Budapests military potency has approached a strong degree according to our diplomatic cables
0,70,Germany,Iroquois,Military Strength,strong,Creditable knowledge from the Germans identifies the Iroquois military might as strong
0,70,Songhai,Iroquois,Military Strength,average,We report the Iroquois military to be average
0,70,Morocco,Kathmandu,Military Strength,average,Trustworthy forecasting of ours rates Kathmandus military potency as average
0,71,Germany,Inca,Military Strength,poor,Reputable advice from the Germans classifies the Incas military might as poor
0,71,Morocco,Inca,Military Strength,weak,Trustworthy forecasting of ours reports the Incas military potency as weak
0,71,Korea,Songhai,Military Strength,strong,Creditable advice from the Koreans ranks the Songhais military potential as strong
0,71,Germany,Singapore,Military Strength,poor,Recent happenings have led us to perceive Singapore as a poor military power
0,72,Songhai,Singapore,Military Strength,poor,Singapores military potential has approached a poor position according to our intelligence officers
0,73,Iroquois,Songhai,Military Strength,strong,Trustworthy forecasting from the Iroquois esteems the Songhais military might as strong
0,73,Morocco,Songhai,Military Strength,average,Recent episodes have led us to see the Songhai as an average military power
0,73,Korea,Iroquois,Military Strength,average,Recent circumstances have led us to look at the Iroquois as an average military contender
0,73,Iroquois,Inca,Military Strength,weak,We figure the Incas military to be weak
0,73,Songhai,Budapest,Military Strength,strong,We estimate Budapests military to be strong
0,73,Korea,Kathmandu,Military Strength,strong,Our sources state that Kathmandus military plans are strong
0,74,Germany,Iroquois,Military Strength,average,The Germans estimate the Iroquois military to be average
0,74,Germany,Songhai,Military Strength,poor,Creditable information of ours esteems the Songhais military might as poor
0,74,Iroquois,Korea,Military Strength,weak,We believe the Koreans military to be weak
0,74,Korea,Ife,Military Strength,strong,We regard Ifes military to be strong
0,75,Songhai,Morocco,Military Strength,average,The Moroccans military potency has come to an average level according to our diplomatic cables
0,75,Songhai,Germany,Military Strength,average,Reliable intelligence of ours esteems the Germans military power as average
0,75,Korea,Songhai,Military Strength,average,We report the Songhais military to be average
0,75,Morocco,Yerevan,Military Strength,strong,Our intelligence officers suggest that Yerevans military ambitions are strong
0,76,Germany,Korea,Military Strength,pathetic,Recent happenings have led us to look at the Koreans as a pathetic military force
0,76,Inca,Florence,Military Strength,strong,Reliable reporting of ours reports Florences military potential as strong
0,77,Morocco,Korea,Military Strength,poor,We figure the Koreans military to be poor
0,77,Iroquois,Songhai,Military Strength,poor,Creditable material of ours classifies the Songhais military potential as poor
0,78,Inca,Yerevan,Military Strength,strong,Reliable forecasting of ours regards Yerevans military might as strong
0,78,Morocco,Kyzyl,Military Strength,strong,Our spies suggest that Kyzyls military ambitions are strong
0,78,Iroquois,Kyzyl,Military Strength,strong,Our agents state that Kyzyls military pursuits are strong
0,79,Inca,Germany,Military Strength,average,We estimate the Germans military to be average
0,79,Iroquois,Songhai,Military Strength,poor,The Iroquois believe the Songhais military to be poor
0,81,Korea,Germany,Military Strength,average,Creditable data of ours rates the Germans military capability as average
0,81,Germany,Songhai,Military Strength,poor,The Songhais military strength has attained a poor status according to the Germans intelligence officers
0,81,Iroquois,Panama City,Military Strength,poor,Our diplomatic cables indicate that Panama Citys military activities are poor
0,82,Songhai,Korea,Military Strength,poor,Creditable advice of ours classifies the Koreans military capability as poor
0,82,Morocco,Songhai,Military Strength,poor, Recent circumstances have led us to look at the Songhai as a poor military factor
0,82,Germany,Iroquois,Military Strength,strong,Reputable advice from the Germans identifies the Iroquois military potential as strong
0,82,Morocco,Songhai,Military Strength,average,The Moroccans sources reveal that the Songhais military strategies are average
0,82,Iroquois,Korea,Military Strength,weak,Our sources reveal that the Koreans military ambitions are weak
0,83,Korea,Iroquois,Military Strength,strong,The Koreans believe the Iroquois military to be strong
0,83,Songhai,Budapest,Military Strength,strong,Budapests military force has arrived at a strong degree according to our spies
0,84,Songhai,Iroquois,Military Strength,average,We estimate the Iroquois military to be average
0,84,Korea,Iroquois,Military Strength,strong,The Koreans estimate the Iroquois military to be strong
0,84,Songhai,Korea,Military Strength,strong,The Koreans military capability has attained a strong standing according to the Songhais spies
0,84,Inca,Panama City,Military Strength,poor,Recent news have led us to imagine Panama City as a poor military power
0,84,Germany,Kyzyl,Military Strength,strong,Kyzyls military force has reached a strong level according to our agents
0,85,Germany,Yerevan,Military Strength,strong,Our spies show that Yerevans military plans are strong
0,86,Morocco,Korea,Military Strength,average,We estimate the Koreans military to be average
0,86,Germany,Inca,Military Strength,strong,Recent episodes have led the Germans to consider the Incas as a strong military actor
0,86,Songhai,Korea,Military Strength,strong,The Songhais intelligence officers express that the Koreans military activities are strong
0,86,Germany,Morocco,Military Strength,weak,Creditable forecasting of ours rates the Moroccans military capability as weak
0,87,Morocco,Germany,Military Strength,average,Our agents report that the Germans military activities are average
0,87,Germany,Korea,Military Strength,poor,Trusted knowledge of ours regards the Koreans military strength as poor
0,87,Iroquois,Germany,Military Strength,poor,Reliable advice of ours esteems the Germans military power as poor
0,87,Korea,Kyzyl,Military Strength,strong,Our sources reveal that Kyzyls military strategies are strong
0,88,Iroquois,Germany,Military Strength,average, The Germans military power has reached an average degree according to the Iroquois diplomatic cables
0,88,Iroquois,Morocco,Military Strength,weak,Our intelligence officers report that the Moroccans military pursuits are weak
0,88,Korea,Germany,Military Strength,strong,The Germans military potency has reached a strong level according to the Koreans diplomatic cables
0,88,Songhai,Bogota,Military Strength,poor,We report Bogotas military to be poor
0,89,Songhai,Korea,Military Strength,average,The Koreans military capability has arrived at an average degree according to our agents
0,89,Korea,Inca,Military Strength,poor,Recent news have led us to regard the Incas as a poor military agent
0,89,Iroquois,Ife,Military Strength,poor,Recent reports have led us to see Ife as a poor military player
0,90,Inca,Korea,Military Strength,strong,The Incas report the Koreans military to be strong
0,91,Germany,Inca,Military Strength,average,The Incas military force has reached an average status according to our intelligence officers
0,91,Korea,Iroquois,Military Strength,average,Trusted knowledge of ours regards the Iroquois military capability as average
0,92,Songhai,Ife,Military Strength,strong,Trusted material of ours ranks Ifes military capability as strong
0,92,Inca,Kathmandu,Military Strength,poor,We estimate Kathmandus military to be poor
0,93,Korea,Inca,Military Strength,strong,The Incas military capability has hit a strong degree according to the Koreans spies
0,93,Morocco,Songhai,Military Strength,average,Recent circumstances have led the Moroccans to consider the Songhai as an average military actor
0,93,Songhai,Budapest,Military Strength,strong,Our intelligence officers show that Budapests military activities are strong
0,94,Inca,Songhai,Military Strength,weak,The Songhais military potency has attained a weak standing according to our intelligence officers
0,94,Iroquois,Morocco,Military Strength,poor,The Moroccans military might has attained a poor position according to the Iroquois spies
0,94,Inca,Morocco,Military Strength,weak,We consider the Moroccans military to be weak
0,94,Iroquois,Kathmandu,Military Strength,poor,Recent happenings have led us to regard Kathmandu as a poor military player
0,95,Iroquois,Morocco,Military Strength,weak,Our spies suggest that the Moroccans military ambitions are weak
0,95,Germany,Singapore,Military Strength,poor,Singapores military power has attained a poor level according to our agents
0,95,Korea,Budapest,Military Strength,average,Trustworthy knowledge of ours reports Budapests military potency as average
0,96,Korea,Bogota,Military Strength,weak,Bogotas military capability has approached a weak status according to our agents
0,97,Iroquois,Songhai,Military Strength,weak,We believe the Songhais military to be weak
0,97,Inca,Bogota,Military Strength,weak,Recent occurrences have led us to imagine Bogota as a weak military force
0,98,Inca,Korea,Military Strength,strong,Trustworthy forecasting from the Incas regards the Koreans military strength as strong
0,98,Inca,Iroquois,Military Strength,strong,The Incas report the Iroquois military to be strong
0,98,Morocco,Korea,Military Strength,strong,The Moroccans report the Koreans military to be strong
0,98,Songhai,Korea,Military Strength,strong,The Songhais sources suggest that the Koreans military plans are strong
0,99,Songhai,Germany,Military Strength,strong,The Songhai regard the Germans military to be strong
0,99,Iroquois,Ife,Military Strength,poor,Ifes military force has come to a poor status according to our intelligence officers
0,100,Korea,Iroquois,Military Strength,average,Creditable reporting of ours rates the Iroquois military potency as average
0,101,Morocco,Germany,Military Strength,average,Creditable forecasting of ours esteems the Germans military potential as average
0,102,Iroquois,Morocco,Military Strength,weak,Trustworthy news of ours classifies the Moroccans military potency as weak
0,103,Morocco,Songhai,Military Strength,strong,The Moroccans agents express that the Songhais military pursuits are strong
0,103,Morocco,Kathmandu,Military Strength,average,Creditable intelligence of ours identifies Kathmandus military capability as average
0,104,Korea,Germany,Military Strength,poor,Recent events have led the Koreans to imagine the Germans as a poor military player
0,104,Iroquois,Inca,Military Strength,poor,The Iroquois agents report that the Incas military plans are poor
0,104,Korea,Iroquois,Military Strength,average,Please relay all relevant information: our spies feel they are an average target and an average military power
0,104,Korea,Iroquois,Military Strength,average,The Iroquois military strength has attained an average standing according to our sources
0,104,Inca,Panama City,Military Strength,poor,Our diplomatic cables intimate that Panama Citys military strategies are poor
0,105,Inca,Iroquois,Military Strength,average,The Iroquois military potential has approached an average status according to our spies
0,105,Germany,Yerevan,Military Strength,strong, Recent happenings have led us to consider Yerevan as a strong military factor
0,105,Korea,Kathmandu,Military Strength,weak,Recent reports have led us to esteem Kathmandu as a weak military player
0,106,Germany,Songhai,Military Strength,average,Recent news have led us to imagine the Songhai as an average military performer
0,106,Germany,Songhai,Military Strength,strong,The Germans intelligence officers express that the Songhais military plans are strong
0,107,Iroquois,Korea,Military Strength,strong,Trustworthy forecasting from the Iroquois reports the Koreans military might as strong
0,107,Germany,Inca,Military Strength,average,The Incas military potential has attained an average status according to our diplomatic cables
0,107,Germany,Songhai,Military Strength,strong,The Germans sources express that the Songhais military plans are strong
0,108,Korea,Inca,Military Strength,poor,Reliable knowledge from the Koreans reports the Incas military might as poor
0,108,Morocco,Germany,Military Strength,poor,Recent incidents have led us to esteem the Germans as a poor military actor
0,108,Germany,Korea,Military Strength,strong,Trusted news from the Germans reports the Koreans military strength as strong
0,108,Korea,Germany,Military Strength,weak,Our spies indicate that the Germans military pursuits are weak
0,108,Iroquois,Florence,Military Strength,poor,Florences military force has reached a poor degree according to our sources
0,109,Morocco,Ife,Military Strength,poor,Our intelligence officers suggest that Ifes military strategies are poor
0,110,Songhai,Korea,Military Strength,average,Our spies show that the Koreans military strategies are average
0,110,Morocco,Korea,Military Strength,strong,The Koreans military potential has attained a strong threshold according to the Moroccans intelligence officers
0,110,Germany,Songhai,Military Strength,strong,The Songhais military power has come to a strong standing according to the Germans agents
0,110,Korea,Iroquois,Military Strength,poor,We regard the Iroquois military to be poor
0,110,Inca,Morocco,Military Strength,strong,The Incas sources show that the Moroccans military activities are strong
0,112,Songhai,Iroquois,Military Strength,average,Recent news have led us to imagine the Iroquois as an average military performer
0,113,Inca,Iroquois,Military Strength,average,We perceive the Iroquois military to be average
0,113,Morocco,Korea,Military Strength,average,Trusted forecasting of ours regards the Koreans military potency as average
0,114,Morocco,Songhai,Military Strength,poor,The Songhais military strength has arrived at a poor level according to the Moroccans diplomatic cables
0,114,Iroquois,Songhai,Military Strength,average,Recent circumstances have led the Iroquois to imagine the Songhai as an average military power
0,114,Korea,Bogota,Military Strength,weak,Recent occurrences have led us to perceive Bogota as a weak military factor
0,115,Morocco,Germany,Military Strength,weak,Our diplomatic cables report that the Germans military plans are weak
0,115,Korea,Iroquois,Military Strength,average,Trustworthy intelligence from the Koreans regards the Iroquois military strength as average
0,116,Morocco,Iroquois,Military Strength,poor,The Iroquois military strength has come to a poor status according to our spies
0,116,Iroquois,Morocco,Military Strength,average,Recent episodes have led us to look at the Moroccans as an average military agent
0,117,Germany,Iroquois,Military Strength,strong,Recent occurrences have led the Germans to regard the Iroquois as a strong military player
0,117,Morocco,Songhai,Military Strength,poor,The Moroccans diplomatic cables suggest that the Songhais military strategies are poor
0,117,Iroquois,Inca,Military Strength,weak,The Incas military potential has approached a weak degree according to our diplomatic cables
0,117,Songhai,Florence,Military Strength,average,We believe Florences military to be average
0,119,Songhai,Iroquois,Military Strength,average,We believe the Iroquois military to be average
0,119,Korea,Inca,Military Strength,average,Recent happenings have led us to esteem the Incas as an average military actor
0,119,Morocco,Songhai,Military Strength,poor,Recent events have led the Moroccans to perceive the Songhai as a poor military power
0,119,Iroquois,Germany,Military Strength,average,Creditable intelligence of ours reports the Germans military force as average
0,121,Songhai,Iroquois,Military Strength,strong,The Songhai figure the Iroquois military to be strong
0,121,Germany,Morocco,Military Strength,strong,Recent actions have led the Germans to see the Moroccans as a strong military player
0,122,Morocco,Germany,Military Strength,average,The Moroccans believe the Germans military to be average
0,122,Inca,Korea,Military Strength,weak,We estimate the Koreans military to be weak
0,122,Morocco,Korea,Military Strength,weak,The Koreans military capability has hit a weak threshold according to our spies
0,122,Songhai,Ife,Military Strength,average,We regard Ifes military to be average
0,122,Inca,Yerevan,Military Strength,average,We figure Yerevans military to be average
0,123,Songhai,Morocco,Military Strength,average,Our diplomatic cables show that the Moroccans military strategies are average
0,123,Korea,Inca,Military Strength,strong,Recent incidents have led the Koreans to regard the Incas as a strong military actor
0,123,Iroquois,Korea,Military Strength,poor,Recent occurrences have led us to acknowledge the Koreans as a poor military actor
0,123,Songhai,Budapest,Military Strength,average,Trustworthy reporting of ours reports Budapests military potential as average
0,123,Germany,Panama City,Military Strength,weak,Panama Citys military power has hit a weak position according to our spies
0,124,Korea,Songhai,Military Strength,average,We estimate the Songhais military to be average
0,125,Germany,Ife,Military Strength,average,Reliable news of ours regards Ifes military potential as average
0,126,Songhai,Iroquois,Military Strength,average,Our agents indicate that the Iroquois military pursuits are average
0,126,Morocco,Inca,Military Strength,average,Our spies suggest that the Incas military pursuits are average
0,126,Iroquois,Bogota,Military Strength,weak,Recent occurrences have led us to regard Bogota as a weak military contender
0,127,Inca,Morocco,Military Strength,weak,We regard the Moroccans military to be weak
0,127,Inca,Korea,Military Strength,poor,The Koreans military strength has reached a poor threshold according to the Incas agents
0,127,Songhai,Florence,Military Strength,poor,Our sources express that Florences military plans are poor
0,127,Morocco,Panama City,Military Strength,poor,Panama Citys military power has approached a poor status according to our agents
0,129,Germany,Iroquois,Military Strength,strong,The Iroquois military potency has hit a strong position according to the Germans intelligence officers
0,129,Korea,Inca,Military Strength,average,The Incas military capability has attained an average status according to our sources
0,130,Inca,Korea,Military Strength,weak,Trustworthy knowledge of ours classifies the Koreans military force as weak
0,130,Iroquois,Morocco,Military Strength,pathetic,Trusted reporting of ours reports the Moroccans military might as pathetic
0,131,Iroquois,Inca,Military Strength,average,Recent actions have led the Iroquois to look at the Incas as an average military performer
0,131,Songhai,Morocco,Military Strength,weak,Recent episodes have led us to regard the Moroccans as a weak military force
0,131,Germany,Inca,Military Strength,average,The Incas military force has attained an average level according to our agents
0,131,Germany,Korea,Military Strength,poor,The Koreans military might has hit a poor status according to our agents
0,132,Korea,Morocco,Military Strength,weak,Recent circumstances have led us to perceive the Moroccans as a weak military power
0,132,Iroquois,Budapest,Military Strength,poor,We estimate Budapests military to be poor
0,133,Inca,Yerevan,Military Strength,average,Recent incidents have led us to imagine Yerevan as an average military actor
0,134,Inca,Songhai,Military Strength,strong,Our spies reveal that the Songhais military ambitions are strong
0,134,Inca,Kathmandu,Military Strength,average,Creditable advice of ours classifies Kathmandus military might as average
0,135,Songhai,Morocco,Military Strength,weak,The Songhais agents reveal that the Moroccans military ambitions are weak
0,135,Korea,Germany,Military Strength,weak,The Germans military power has hit a weak level according to our sources
0,135,Iroquois,Germany,Military Strength,weak,Recent occurrences have led us to acknowledge the Germans as a weak military factor
0,135,Korea,Singapore,Military Strength,poor,We report Singapores military to be poor
0,136,Morocco,Kathmandu,Military Strength,strong,Kathmandus military force has approached a strong position according to our spies
0,137,Songhai,Germany,Military Strength,poor,The Songhai believe the Germans military to be poor
0,137,Iroquois,Songhai,Military Strength,weak,We consider the Songhais military to be weak
0,137,Inca,Germany,Military Strength,strong,Reliable forecasting from the Incas regards the Germans military force as strong
0,137,Germany,Budapest,Military Strength,strong,We regard Budapests military to be strong
0,138,Songhai,Inca,Military Strength,poor,Recent circumstances have led us to imagine the Incas as a poor military contender
0,138,Germany,Iroquois,Military Strength,strong,The Germans spies express that the Iroquois military plans are strong
0,138,Inca,Korea,Military Strength,average,The Koreans military strength has reached an average threshold according to our spies
0,138,Korea,Germany,Military Strength,poor,The Koreans perceive the Germans military to be poor
0,138,Inca,Morocco,Military Strength,average,Trustworthy forecasting from the Incas ranks the Moroccans military strength as average
0,138,Morocco,Kyzyl,Military Strength,strong,Kyzyls military force has arrived at a strong degree according to our spies
0,139,Iroquois,Korea,Military Strength,average,The Koreans military potency has hit an average standing according to the Iroquois intelligence officers
0,139,Songhai,Iroquois,Military Strength,strong,Reliable knowledge from the Songhai rates the Iroquois military power as strong
0,139,Iroquois,Ife,Military Strength,poor,We figure Ifes military to be poor
0,140,Songhai,Iroquois,Military Strength,average,Our intelligence officers report that the Iroquois military ambitions are average
0,140,Morocco,Iroquois,Military Strength,strong,Our sources reveal that the Iroquois military interests are strong
0,140,Morocco,Florence,Military Strength,average,We regard Florences military to be average
0,140,Germany,Panama City,Military Strength,poor,Recent incidents have led us to esteem Panama City as a poor military contender
0,142,Germany,Korea,Military Strength,strong,Reliable advice from the Germans classifies the Koreans military strength as strong
0,142,Iroquois,Morocco,Military Strength,poor,The Iroquois spies intimate that the Moroccans military strategies are poor
0,142,Germany,Korea,Military Strength,average,Our agents state that the Koreans military interests are average
0,143,Korea,Morocco,Military Strength,poor,Our sources reveal that the Moroccans military activities are poor
0,143,Inca,Germany,Military Strength,average,Recent actions have led the Incas to see the Germans as an average military performer
0,144,Iroquois,Morocco,Military Strength,weak,We believe the Moroccans military to be weak
0,144,Inca,Songhai,Military Strength,average,The Incas sources suggest that the Songhais military strategies are average
0,145,Songhai,Korea,Military Strength,poor,Reputable advice of ours ranks the Koreans military power as poor
0,145,Inca,Iroquois,Military Strength,average,Trustworthy news of ours classifies the Iroquois military strength as average
