,Turn,Civ1,Civ2,Relation,Value,Cable
0,66,Korea,Morocco,Confidence,Completely sure,This estimate comes from a somewhat confident source
0,67,Songhai,Morocco,Confidence,Unsure,This report comes from a not very certain source
0,67,Iroquois,Morocco,Confidence,Unsure,Our agents are not very certain in this estimate
0,68,Morocco,Iroquois,Confidence,Unsure,Our agents are not at all certain in this report
0,70,Inca,Songhai,Confidence,Unsure,This assessment comes from a not at all sure source
0,72,Germany,Morocco,Confidence,Somewhat sure,Our agents are somewhat convinced in this report
0,72,Korea,Germany,Confidence,Unsure,Our sources are not at all sure in this assessment
0,73,Korea,Iroquois,Confidence,Completely sure,Our agents are not at all confident in this assessment
0,74,Inca,Songhai,Confidence,Unsure,The Incas spies are not at all certain in this estimate
0,75,Songhai,Morocco,Confidence,Somewhat sure,This hypothesis comes from a somewhat certain source
0,75,Songhai,Germany,Confidence,Somewhat sure,This report comes from a somewhat convinced source
0,76,Germany,Korea,Confidence,Somewhat sure,This report comes from a somewhat convinced source
0,77,Songhai,Iroquois,Confidence,Completely sure,Our sources are not at all confident in this report
0,77,Korea,Morocco,Confidence,Somewhat sure,This hypothesis comes from a somewhat sure source
0,79,Korea,Inca,Confidence,Completely sure,Our spies are not very confident in this hypothesis
0,82,Morocco,Inca,Confidence,Unsure,This report comes from a not very sure source
0,83,Songhai,Morocco,Confidence,Somewhat sure,This estimate comes from a somewhat certain source
0,84,Morocco,Inca,Confidence,Unsure,The Moroccans agents are not very convinced in this assessment
0,86,Germany,Songhai,Confidence,Somewhat sure,The Germans agents are somewhat convinced in this estimate
0,86,Morocco,Korea,Confidence,Somewhat sure,Our diplomatic cables are somewhat sure in this assessment
0,87,Morocco,Germany,Confidence,Somewhat sure,Our sources are somewhat sure in this assessment
0,87,Germany,Korea,Confidence,Somewhat sure,This estimate comes from a somewhat convinced source
0,87,Songhai,Germany,Confidence,Unsure,The Songhais intelligence officers are not very convinced in this assessment
0,89,Korea,Songhai,Confidence,Completely sure,Our agents are not at all confident in this hypothesis
0,89,Korea,Inca,Confidence,Unsure,This report comes from a not very sure source
0,91,Songhai,Iroquois,Confidence,Unsure,This report comes from a not at all sure source
0,91,Morocco,Songhai,Confidence,Unsure,This estimate comes from a not at all certain source
0,91,Korea,Iroquois,Confidence,Completely sure,Our sources are not at all confident in this assessment
0,93,Songhai,Germany,Confidence,Somewhat sure,Our intelligence officers are somewhat sure in this hypothesis
0,96,Korea,Songhai,Confidence,Unsure,Our spies are not at all sure in this estimate
0,98,Inca,Korea,Confidence,Unsure,This assessment comes from a not at all convinced source
0,99,Songhai,Morocco,Confidence,Unsure,This estimate comes from a not at all certain source
0,100,Korea,Iroquois,Confidence,Unsure,This assessment comes from a not at all sure source
0,102,Songhai,Inca,Confidence,Unsure,This assessment comes from a not very certain source
0,102,Songhai,Germany,Confidence,Unsure,Our intelligence officers are not at all certain in this hypothesis
0,102,Songhai,Germany,Confidence,Unsure,This assessment comes from a not at all convinced source
0,102,Morocco,Songhai,Confidence,Somewhat sure,The Moroccans agents are somewhat convinced in this report
0,102,Inca,Songhai,Confidence,Unsure,Our diplomatic cables are not at all convinced in this hypothesis
0,103,Korea,Songhai,Confidence,Unsure,This assessment comes from a not at all convinced source
0,103,Iroquois,Germany,Confidence,Unsure,This estimate comes from a not at all sure source
0,104,Morocco,Korea,Confidence,Somewhat sure,Our intelligence officers are somewhat convinced in this report
0,104,Korea,Iroquois,Confidence,Somewhat sure,This report comes from a somewhat convinced source
0,105,Songhai,Iroquois,Confidence,Somewhat sure,This report comes from a somewhat sure source
0,107,Germany,Inca,Confidence,Unsure,This report comes from a not very certain source
0,107,Iroquois,Songhai,Confidence,Unsure,Our spies are not at all certain in this assessment
0,108,Morocco,Germany,Confidence,Completely sure,This estimate comes from a not at all confident source
0,108,Morocco,Iroquois,Confidence,Unsure,This report comes from a not at all certain source
0,108,Korea,Germany,Confidence,Unsure,Our diplomatic cables are not at all certain in this estimate
0,109,Inca,Germany,Confidence,Unsure,This assessment comes from a not at all sure source
0,109,Iroquois,Germany,Confidence,Unsure,The Iroquois spies are not at all sure in this estimate
0,109,Korea,Inca,Confidence,Completely sure,Our sources are not very confident in this report
0,109,Iroquois,Morocco,Confidence,Somewhat sure,This hypothesis comes from a somewhat certain source
0,109,Iroquois,Morocco,Confidence,Unsure,Our intelligence officers are not at all certain in this estimate
0,110,Korea,Songhai,Confidence,Unsure,This hypothesis comes from a not at all sure source
0,111,Iroquois,Germany,Confidence,Completely sure,This assessment comes from a not at all confident source
0,112,Germany,Iroquois,Confidence,Completely sure,The Germans spies are not very confident in this report
0,113,Morocco,Korea,Confidence,Somewhat sure,Our agents are somewhat certain in this hypothesis
0,114,Germany,Songhai,Confidence,Unsure,Our agents are not at all sure in this report
0,115,Songhai,Morocco,Confidence,Somewhat sure,This report comes from a somewhat sure source
0,115,Germany,Inca,Confidence,Unsure,Our diplomatic cables are not very certain in this assessment
0,116,Inca,Morocco,Confidence,Completely sure,This estimate comes from a somewhat confident source
0,117,Korea,Germany,Confidence,Unsure,Our diplomatic cables are not at all convinced in this report
0,117,Iroquois,Songhai,Confidence,Unsure,This hypothesis comes from a not at all certain source
0,117,Iroquois,Inca,Confidence,Unsure,Our spies are not very sure in this assessment
0,118,Morocco,Songhai,Confidence,Unsure,The Moroccans spies are not at all convinced in this report
0,119,Songhai,Iroquois,Confidence,Unsure,This estimate comes from a not at all convinced source
0,119,Inca,Germany,Confidence,Unsure,Our intelligence officers are not at all certain in this hypothesis
0,119,Korea,Inca,Confidence,Unsure,Our spies are not very sure in this assessment
0,122,Germany,Songhai,Confidence,Unsure,This hypothesis comes from a not at all certain source
0,123,Iroquois,Morocco,Confidence,Completely sure,This estimate comes from a not at all confident source
0,124,Morocco,Iroquois,Confidence,Unsure,Our sources are not at all certain in this hypothesis
0,124,Germany,Songhai,Confidence,Completely sure,The Germans intelligence officers are not at all confident in this hypothesis
0,126,Songhai,Iroquois,Confidence,Completely sure,This hypothesis comes from a not at all confident source
0,126,Inca,Songhai,Confidence,Unsure,Our sources are not at all convinced in this hypothesis
0,126,Morocco,Inca,Confidence,Unsure,This estimate comes from a not very sure source
0,126,Germany,Iroquois,Confidence,Completely sure,Our diplomatic cables are not at all confident in this assessment
0,126,Korea,Germany,Confidence,Unsure,This assessment comes from a not at all certain source
0,127,Iroquois,Germany,Confidence,Unsure,This hypothesis comes from a not at all convinced source
0,128,Germany,Morocco,Confidence,Unsure,This estimate comes from a not at all certain source
0,128,Iroquois,Inca,Confidence,Completely sure,Our diplomatic cables are not very confident in this assessment
0,129,Songhai,Inca,Confidence,Unsure,This estimate comes from a not very sure source
0,129,Songhai,Germany,Confidence,Unsure,Our sources are not at all sure in this report
0,129,Korea,Inca,Confidence,Completely sure,This hypothesis comes from a not very confident source
0,129,Korea,Iroquois,Confidence,Completely sure,This assessment comes from a somewhat confident source
0,129,Morocco,Inca,Confidence,Unsure,This assessment comes from a not very sure source
0,130,Iroquois,Morocco,Confidence,Completely sure,This estimate comes from a not at all confident source
0,131,Songhai,Morocco,Confidence,Unsure,Our spies are not at all certain in this report
0,131,Morocco,Korea,Confidence,Unsure,The Moroccans intelligence officers are not very certain in this report
0,131,Morocco,Korea,Confidence,Completely sure,This report comes from a somewhat confident source
0,131,Germany,Inca,Confidence,Unsure,Our diplomatic cables are not very certain in this assessment
0,131,Iroquois,Korea,Confidence,Unsure,The Iroquois sources are not at all sure in this report
0,136,Morocco,Germany,Confidence,Unsure,Our intelligence officers are not at all sure in this hypothesis
0,137,Germany,Songhai,Confidence,Unsure,The Germans sources are not very sure in this report
0,137,Iroquois,Songhai,Confidence,Unsure,Our spies are not at all sure in this hypothesis
0,137,Iroquois,Morocco,Confidence,Unsure,This estimate comes from a not at all certain source
0,138,Songhai,Inca,Confidence,Unsure,This hypothesis comes from a not very sure source
0,138,Songhai,Korea,Confidence,Somewhat sure,Our diplomatic cables are somewhat convinced in this assessment
0,139,Songhai,Morocco,Confidence,Completely sure,This hypothesis comes from a somewhat confident source
0,139,Iroquois,Inca,Confidence,Very sure,This hypothesis comes from a quite convinced source
0,145,Inca,Iroquois,Confidence,Completely sure,This hypothesis comes from a somewhat confident source
0,147,Songhai,Germany,Confidence,Completely sure,Our diplomatic cables are not at all confident in this report
0,147,Songhai,Iroquois,Confidence,Completely sure,Our intelligence officers are not at all confident in this assessment
0,147,Iroquois,Inca,Confidence,Somewhat sure,The Iroquois agents are somewhat sure in this estimate
0,148,Songhai,Korea,Confidence,Unsure,The Songhais diplomatic cables are not very certain in this hypothesis
0,149,Inca,Germany,Confidence,Unsure,This report comes from a not at all certain source
0,149,Inca,Germany,Confidence,Unsure,This hypothesis comes from a not at all sure source
0,149,Morocco,Inca,Confidence,Unsure,This report comes from a not very convinced source
0,149,Korea,Inca,Confidence,Unsure,This assessment comes from a not at all certain source
0,149,Korea,Inca,Confidence,Completely sure,Our spies are not very confident in this hypothesis
0,151,Korea,Germany,Confidence,Somewhat sure,The Koreans intelligence officers are somewhat sure in this estimate
0,151,Iroquois,Germany,Confidence,Completely sure,Our intelligence officers are not at all confident in this estimate
0,153,Inca,Iroquois,Confidence,Completely sure,This estimate comes from a not at all confident source
0,153,Germany,Korea,Confidence,Somewhat sure,This estimate comes from a somewhat sure source
0,154,Morocco,Songhai,Confidence,Unsure,Our diplomatic cables are not at all certain in this assessment
0,154,Germany,Songhai,Confidence,Completely sure,This report comes from a not at all confident source
0,156,Songhai,Germany,Confidence,Unsure,This hypothesis comes from a not very sure source
0,157,Morocco,Germany,Confidence,Unsure,Our diplomatic cables are not at all convinced in this estimate
0,158,Morocco,Korea,Confidence,Completely sure,This report comes from a somewhat confident source
0,158,Morocco,Korea,Confidence,Completely sure,This report comes from a not at all confident source
0,159,Korea,Songhai,Confidence,Unsure,Our diplomatic cables are not at all certain in this hypothesis
0,162,Inca,Morocco,Confidence,Somewhat sure,Our sources are somewhat sure in this estimate
0,162,Germany,Songhai,Confidence,Unsure,Our diplomatic cables are not at all convinced in this hypothesis
0,163,Songhai,Morocco,Confidence,Completely sure,Our diplomatic cables are somewhat confident in this report
0,164,Morocco,Germany,Confidence,Unsure,This report comes from a not at all convinced source
0,164,Morocco,Iroquois,Confidence,Unsure,Our intelligence officers are not at all certain in this assessment
0,164,Germany,Korea,Confidence,Somewhat sure,Our intelligence officers are somewhat convinced in this hypothesis
0,165,Songhai,Germany,Confidence,Unsure,Our intelligence officers are not at all sure in this assessment
0,166,Songhai,Korea,Confidence,Somewhat sure,Our agents are somewhat sure in this report
0,167,Morocco,Korea,Confidence,Somewhat sure,Our sources are somewhat sure in this estimate
0,167,Iroquois,Germany,Confidence,Completely sure,This estimate comes from a not at all confident source
0,170,Inca,Korea,Confidence,Completely sure,This report comes from a somewhat confident source
0,170,Germany,Songhai,Confidence,Unsure,This hypothesis comes from a not at all sure source
0,170,Germany,Iroquois,Confidence,Somewhat sure,This assessment comes from a somewhat sure source
0,171,Korea,Inca,Confidence,Somewhat sure,The Koreans intelligence officers are somewhat certain in this report
0,171,Morocco,Germany,Confidence,Unsure,This report comes from a not at all convinced source
0,172,Morocco,Songhai,Confidence,Unsure,This hypothesis comes from a not at all sure source
0,172,Morocco,Iroquois,Confidence,Unsure,This assessment comes from a not very sure source
0,173,Songhai,Korea,Confidence,Unsure,This hypothesis comes from a not very convinced source
0,174,Songhai,Inca,Confidence,Somewhat sure,This estimate comes from a somewhat sure source
0,174,Songhai,Germany,Confidence,Unsure,Our intelligence officers are not at all certain in this hypothesis
0,175,Songhai,Iroquois,Confidence,Unsure,Our agents are not at all convinced in this report
0,177,Germany,Morocco,Confidence,Unsure,Our spies are not very certain in this estimate
0,177,Iroquois,Songhai,Confidence,Unsure,Our agents are not at all certain in this assessment
0,179,Songhai,Morocco,Confidence,Unsure,Our sources are not very sure in this assessment
0,180,Korea,Songhai,Confidence,Unsure,Our intelligence officers are not at all certain in this report
0,181,Germany,Iroquois,Confidence,Unsure,This report comes from a not at all sure source
0,183,Iroquois,Inca,Confidence,Somewhat sure,This report comes from a somewhat certain source
0,186,Germany,Korea,Confidence,Very sure,This hypothesis comes from a much convinced source
0,189,Iroquois,Songhai,Confidence,Somewhat sure,This hypothesis comes from a somewhat convinced source
0,190,Songhai,Iroquois,Confidence,Unsure,This estimate comes from a not at all convinced source
0,191,Germany,Morocco,Confidence,Completely sure,This estimate comes from a not very confident source
0,191,Iroquois,Morocco,Confidence,Unsure,The Iroquois agents are not very certain in this hypothesis
0,191,Songhai,Germany,Confidence,Unsure,The Songhais intelligence officers are not at all sure in this report
0,192,Morocco,Germany,Confidence,Unsure,Our sources are not at all certain in this hypothesis
0,193,Inca,Iroquois,Confidence,Unsure,Our diplomatic cables are not at all certain in this assessment
0,193,Morocco,Inca,Confidence,Very sure,Our sources are very convinced in this assessment
0,194,Germany,Songhai,Confidence,Completely sure,This report comes from a somewhat confident source
0,194,Korea,Iroquois,Confidence,Unsure,Our intelligence officers are not at all convinced in this hypothesis
0,194,Iroquois,Morocco,Confidence,Somewhat sure,The Iroquois intelligence officers are somewhat sure in this report
0,194,Korea,Morocco,Confidence,Somewhat sure,Our agents are somewhat convinced in this assessment
0,195,Songhai,Morocco,Confidence,Somewhat sure,Our sources are somewhat certain in this estimate
0,195,Songhai,Korea,Confidence,Very sure,This assessment comes from a much sure source
0,195,Inca,Morocco,Confidence,Completely sure,This estimate comes from a somewhat confident source
0,195,Korea,Songhai,Confidence,Completely sure,Our agents are somewhat confident in this assessment
0,197,Songhai,Korea,Confidence,Somewhat sure,The Songhais diplomatic cables are somewhat certain in this hypothesis
0,198,Germany,Morocco,Confidence,Completely sure,This report comes from a somewhat confident source
0,198,Morocco,Germany,Confidence,Unsure,The Moroccans spies are not at all certain in this estimate
0,199,Morocco,Songhai,Confidence,Completely sure,This hypothesis comes from a not at all confident source
0,199,Iroquois,Germany,Confidence,Unsure,This hypothesis comes from a not at all sure source
0,201,Songhai,Germany,Confidence,Unsure,This report comes from a not at all certain source
0,202,Germany,Songhai,Confidence,Unsure,This assessment comes from a not at all sure source
0,202,Korea,Songhai,Confidence,Completely sure,This assessment comes from a not at all confident source
0,203,Germany,Iroquois,Confidence,Unsure,Our intelligence officers are not at all certain in this assessment
0,206,Inca,Morocco,Confidence,Somewhat sure,Our diplomatic cables are somewhat convinced in this report
0,207,Korea,Germany,Confidence,Completely sure,Our sources are not at all confident in this estimate
0,209,Korea,Songhai,Confidence,Unsure,This estimate comes from a not at all convinced source
0,210,Songhai,Germany,Confidence,Unsure,Our spies are not at all certain in this assessment
0,213,Morocco,Korea,Confidence,Somewhat sure,This report comes from a somewhat sure source
0,214,Germany,Korea,Confidence,Unsure,The Germans agents are not at all sure in this report
0,215,Morocco,Inca,Confidence,Somewhat sure,Our spies are somewhat convinced in this estimate
0,215,Iroquois,Germany,Confidence,Completely sure,This assessment comes from a not at all confident source
0,218,Iroquois,Songhai,Confidence,Completely sure,This hypothesis comes from a not at all confident source
0,219,Germany,Korea,Confidence,Completely sure,Our diplomatic cables are very confident in this assessment
0,223,Songhai,Korea,Confidence,Unsure,This assessment comes from a not at all sure source
0,223,Germany,Songhai,Confidence,Somewhat sure,The Germans spies are somewhat certain in this hypothesis
0,225,Korea,Germany,Confidence,Completely sure,This estimate comes from a thoroughly confident source
0,227,Songhai,Morocco,Confidence,Completely sure,This estimate comes from a somewhat confident source
0,228,Iroquois,Morocco,Confidence,Completely sure,This assessment comes from a somewhat confident source
0,230,Germany,Korea,Confidence,Completely sure,Our spies are acutely confident in this hypothesis
0,231,Morocco,Korea,Confidence,Somewhat sure,This estimate comes from a somewhat convinced source
0,234,Morocco,Germany,Confidence,Very sure,This assessment comes from a much certain source
0,234,Germany,Songhai,Confidence,Unsure,Our sources are not at all certain in this report
0,235,Iroquois,Morocco,Confidence,Completely sure,This hypothesis comes from a very confident source
0,236,Germany,Iroquois,Confidence,Unsure,This estimate comes from a not at all sure source
0,237,Songhai,Germany,Confidence,Very sure,Our intelligence officers are much convinced in this hypothesis
0,239,Inca,Germany,Confidence,Completely sure,Our agents are quite confident in this hypothesis
0,239,Korea,Iroquois,Confidence,Unsure,This assessment comes from a not at all sure source
0,241,Morocco,Germany,Confidence,Very sure,This report comes from a quite convinced source
0,242,Iroquois,Morocco,Confidence,Completely sure,This assessment comes from a somewhat confident source
0,243,Iroquois,Inca,Confidence,Unsure,The Iroquois sources are not at all sure in this assessment
0,243,Korea,Germany,Confidence,Very sure,This report comes from a much certain source
0,244,Songhai,Korea,Confidence,Completely sure,This estimate comes from a much confident source
0,244,Morocco,Songhai,Confidence,Completely sure,Our sources are somewhat confident in this estimate
0,244,Korea,Morocco,Confidence,Somewhat sure,This estimate comes from a somewhat sure source
0,246,Songhai,Inca,Confidence,Very sure,This estimate comes from a quite convinced source
0,250,Germany,Songhai,Confidence,Unsure,This hypothesis comes from a not at all certain source
0,251,Songhai,Korea,Confidence,Unsure,Our intelligence officers are not very certain in this estimate
0,251,Korea,Songhai,Confidence,Completely sure,This estimate comes from a not at all confident source
0,251,Korea,Inca,Confidence,Completely sure,Our agents are acutely convinced in this hypothesis
0,252,Germany,Korea,Confidence,Completely sure,This report comes from a not very confident source
0,254,Iroquois,Morocco,Confidence,Completely sure,Our agents are not at all confident in this estimate
0,255,Songhai,Korea,Confidence,Completely sure,Our agents are not very confident in this hypothesis
0,256,Korea,Germany,Confidence,Completely sure,The Koreans spies are not at all confident in this estimate
0,257,Korea,Iroquois,Confidence,Unsure,Our intelligence officers are not at all sure in this assessment
0,258,Morocco,Korea,Confidence,Unsure,Our agents are not very certain in this hypothesis
0,259,Songhai,Morocco,Confidence,Completely sure,Our diplomatic cables are not at all confident in this hypothesis
0,259,Songhai,Korea,Confidence,Unsure,This hypothesis comes from a not very certain source
0,259,Germany,Inca,Confidence,Unsure,This report comes from a not very convinced source
0,259,Korea,Songhai,Confidence,Completely sure,Our intelligence officers are not at all confident in this report
0,260,Iroquois,Korea,Confidence,Completely sure,This hypothesis comes from a not very confident source
0,260,Iroquois,Korea,Confidence,Completely sure,This report comes from a not very confident source
0,261,Inca,Morocco,Confidence,Somewhat sure,Our spies are somewhat certain in this report
0,261,Morocco,Iroquois,Confidence,Unsure,Our intelligence officers are not at all convinced in this hypothesis
0,265,Korea,Iroquois,Confidence,Completely sure,The Koreans sources are quite confident in this estimate
0,266,Songhai,Korea,Confidence,Completely sure,Our sources are not very confident in this report
0,266,Korea,Songhai,Confidence,Completely sure,This report comes from a not very confident source
0,266,Germany,Morocco,Confidence,Unsure,The Germans spies are not at all sure in this assessment
0,267,Inca,Korea,Confidence,Unsure,This assessment comes from a not very certain source
0,267,Germany,Songhai,Confidence,Unsure,This report comes from a not at all sure source
0,269,Morocco,Iroquois,Confidence,Unsure,This report comes from a not at all convinced source
0,272,Inca,Morocco,Confidence,Somewhat sure,This estimate comes from a somewhat sure source
0,272,Iroquois,Germany,Confidence,Completely sure,This report comes from an acutely convinced source
0,273,Songhai,Korea,Confidence,Completely sure,Our spies are not very confident in this estimate
0,273,Inca,Iroquois,Confidence,Completely sure,Our agents are not at all confident in this assessment
0,273,Korea,Songhai,Confidence,Unsure,This estimate comes from a not at all convinced source
0,274,Songhai,Iroquois,Confidence,Completely sure,Our agents are not at all confident in this assessment
0,276,Morocco,Iroquois,Confidence,Completely sure,This estimate comes from a not at all confident source
0,276,Korea,Songhai,Confidence,Unsure,This estimate comes from a not at all sure source
0,276,Iroquois,Morocco,Confidence,Somewhat sure,This report comes from a somewhat sure source
0,278,Germany,Inca,Confidence,Somewhat sure,This hypothesis comes from a somewhat certain source
0,278,Iroquois,Inca,Confidence,Completely sure,The Iroquois spies are thoroughly convinced in this hypothesis
0,278,Korea,Inca,Confidence,Somewhat sure,This assessment comes from a somewhat convinced source
0,279,Iroquois,Korea,Confidence,Unsure,Our sources are not very certain in this assessment
0,281,Morocco,Inca,Confidence,Somewhat sure,Our intelligence officers are somewhat certain in this assessment
0,282,Korea,Inca,Confidence,Very sure,The Koreans agents are very convinced in this hypothesis
0,283,Songhai,Germany,Confidence,Unsure,This assessment comes from a not at all certain source
0,283,Songhai,Germany,Confidence,Completely sure,This estimate comes from a thoroughly sure source
0,285,Germany,Korea,Confidence,Completely sure,This estimate comes from a not very confident source
0,286,Morocco,Iroquois,Confidence,Unsure,Our intelligence officers are not at all convinced in this estimate
0,287,Iroquois,Korea,Confidence,Unsure,Our agents are not very sure in this hypothesis
0,291,Songhai,Morocco,Confidence,Somewhat sure,Our intelligence officers are somewhat sure in this report
0,292,Inca,Korea,Confidence,Unsure,This estimate comes from a not at all convinced source
0,292,Germany,Inca,Confidence,Completely sure,This estimate comes from a somewhat confident source
0,293,Iroquois,Inca,Confidence,Completely sure,This hypothesis comes from a somewhat confident source
0,295,Korea,Songhai,Confidence,Unsure,Our spies are not at all certain in this report
0,296,Iroquois,Germany,Confidence,Unsure,This assessment comes from a not very certain source
0,296,Iroquois,Korea,Confidence,Unsure,This hypothesis comes from a not very sure source
0,299,Morocco,Germany,Confidence,Unsure,Our intelligence officers are not very certain in this estimate
0,301,Inca,Korea,Confidence,Completely sure,Our spies are thoroughly sure in this report
0,301,Morocco,Germany,Confidence,Unsure,Our agents are not very sure in this assessment
0,301,Morocco,Germany,Confidence,Completely sure,This estimate comes from an acutely sure source
0,303,Songhai,Iroquois,Confidence,Unsure,This estimate comes from a not at all convinced source
0,303,Germany,Iroquois,Confidence,Unsure,Our sources are not at all convinced in this assessment
0,306,Korea,Germany,Confidence,Unsure,This hypothesis comes from a not very convinced source
0,307,Germany,Morocco,Confidence,Somewhat sure,This estimate comes from a somewhat sure source
0,308,Germany,Songhai,Confidence,Completely sure,This report comes from a not at all confident source
0,309,Inca,Korea,Confidence,Very sure,Our sources are very convinced in this estimate
0,311,Inca,Germany,Confidence,Unsure,This report comes from a not very certain source
0,312,Korea,Inca,Confidence,Unsure,Our intelligence officers are not very convinced in this estimate
0,313,Korea,Morocco,Confidence,Somewhat sure,This estimate comes from a somewhat convinced source
0,313,Inca,Korea,Confidence,Very sure,Our sources are much sure in this hypothesis
0,315,Morocco,Germany,Confidence,Unsure,Our intelligence officers are not very sure in this estimate
0,316,Songhai,Korea,Confidence,Very sure,Our spies are very sure in this assessment
0,316,Inca,Songhai,Confidence,Very sure,The Incas agents are quite sure in this estimate
0,316,Morocco,Songhai,Confidence,Somewhat sure,This estimate comes from a somewhat certain source
0,317,Germany,Inca,Confidence,Unsure,This assessment comes from a not at all convinced source
0,318,Songhai,Inca,Confidence,Unsure,Our diplomatic cables are not very certain in this assessment
0,321,Germany,Morocco,Confidence,Completely sure,This estimate comes from a not very confident source
0,323,Germany,Songhai,Confidence,Unsure,Our agents are not at all certain in this estimate
0,325,Germany,Songhai,Confidence,Unsure,This assessment comes from a not at all convinced source
0,326,Inca,Korea,Confidence,Unsure,Our diplomatic cables are not very convinced in this estimate
0,327,Inca,Morocco,Confidence,Unsure,This assessment comes from a not very certain source
0,329,Morocco,Germany,Confidence,Unsure,This estimate comes from a not very certain source
0,330,Korea,Songhai,Confidence,Unsure,Our agents are not at all sure in this assessment
0,332,Songhai,Morocco,Confidence,Unsure,Our intelligence officers are not at all convinced in this report
0,332,Inca,Songhai,Confidence,Unsure,Our sources are not at all convinced in this report
0,333,Germany,Korea,Confidence,Unsure,Our intelligence officers are not very convinced in this assessment
